id3	sample_id	sample_type	purity_ascat	purity_absolute	purity_remixt	purity_purple	purity_estimate	purity_hatchet	ploidy_ascat	ploidy_absolute	ploidy_remixt	ploidy_purple	ploidy_hatchet
HCM-CSHL-0142-C18	HCM-CSHL-0142-C18-01A	T	0.66	0.62	0.65	0.68	0.88	0.683558	3.85	3.71	3.52	3.65	3.72924518
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-06A	T	0.61	0.62	0.603122148	0.62	0.71	0.625187	1.65	1.73	1.679082736	1.72	1.754013541
HCM-SANG-0270-C20	HCM-SANG-0270-C20-01B	T	NA	0.62	0.58	0.51	NA	NA	NA	2.19	2.58	2.28	NA
HCM-SANG-0539-C18	HCM-SANG-0539-C18-01A	T	0.46	0.62	0.625016321	0.64	NA	0.621389	4.3	2.19	2.221525748	2.18	2.170684971
HCM-SANG-1316-C18	HCM-SANG-1316-C18-06A	T	0.77	0.62	0.620542875	NA	NA	0.568484	1.75	3.8	3.673015649	NA	3.767482363
HCM-CSHL-0192-C25	HCM-CSHL-0192-C25-01A	T	0.63	0.63	0.46	0.64	0.69	0.634881	1.75	1.75	3.62	1.72	1.686902998
HCM-CSHL-0237-C18	HCM-CSHL-0237-C18-01B	T	0.54	0.63	0.5	0.53	0.82	0.486011	3.95	2.06	4.31	4.05	3.317380576
HCM-STAN-1113-C18	HCM-STAN-1113-C18-01A	T	0.67	0.63	0.64146012	NA	0.94	0.548986	3.1	3.32	3.643359308	NA	3.940865792
HCM-WCMC-0747-C50	HCM-WCMC-0747-C50-05A	T	0.66	0.63	1	0.59	0.56	0.273386	2	2.03	2.02	3.05	3.220746693
HCM-SANG-0267-D12	HCM-SANG-0267-D12-86A	M	0.48	0.63	0.58	NA	1	NA	2.25	2.34	2.59	NA	NA
HCM-CSHL-0178-C25	HCM-CSHL-0178-C25-01A	T	0.5	0.64	0.65	0.67	0.84	0.65835	3.65	1.98	1.88	1.96	1.949277009
HCM-CSHL-0462-D05	HCM-CSHL-0462-D05-31B	T	0.62	0.64	0.66	0.28	0.82	0.124422	1.85	2.02	1.94	4	1.623300344
HCM-SANG-0310-C15	HCM-SANG-0310-C15-01A	T	0.49	0.64	0.65	0.67	0.95	0.493541	4.7	2.51	2.43	2.5	4.918115685
HCM-BROD-0209-C71	HCM-BROD-0209-C71-02A	T	0.77	0.65	0.68	0.61	0.67	0.466395	2.35	3.23	3.28	3.05	3.164015321
HCM-CSHL-0621-C18	HCM-CSHL-0621-C18-06A	T	0.48	0.65	0.625186319	NA	0.85	0.662341	3.55	1.86	2.04640123	NA	1.872844323
HCM-BROD-0444-C43	HCM-BROD-0444-C43-06A	T	0.52	0.65	0.64	0.64	0.83	0.655251	4.4	2.3	2.69	2.32	2.348983127
HCM-BROD-0830-C71	HCM-BROD-0830-C71-02A	T	0.73	0.65	0.68	0.7	0.69	0.304408	3	3.34	3.35	3.35	3.30739251
HCM-BROD-0694-C43	HCM-BROD-0694-C43-06A	T	0.68	0.66	0.66	0.69	0.57	0.67865	1.75	1.78	2.21	1.8	1.795126568
HCM-BROD-0711-C64	HCM-BROD-0711-C64-85B	M	NA	0.66	0.674145639	0.68	0.65	NA	NA	1.73	1.662766414	1.74	NA
HCM-CSHL-0462-D05	HCM-CSHL-0462-D05-85T	M	0.68	0.66	0.66	0.69	1	0.697182	2.05	2.02	2.51	2.02	2.039728274
HCM-STAN-0848-C20	HCM-STAN-0848-C20-01A	T	0.51	0.66	0.667625526	0.68	0.9	0.502584	3.95	2.17	2.109315939	2.14	4.358561916
HCM-SANG-0537-C18	HCM-SANG-0537-C18-01A	T	0.67	0.66	0.662314958	0.67	NA	0.6767	1.85	1.98	1.901508689	1.96	1.991317365
HCM-BROD-0195-C71	HCM-BROD-0195-C71-01A	T	0.73	0.67	0.7	0.71	0.72	0.68203	2.9	3.32	3.36	3.3	3.304795287
HCM-BROD-0418-C71	HCM-BROD-0418-C71-01A	T	0.68	0.67	0.672766623	0.68	0.94	0.674611	1.9	2.06	1.977081731	2.06	2.100089747
HCM-CSHL-0078-C25	HCM-CSHL-0078-C25-06A	T	0.67	0.67	0.69	0.7	0.84	0.512476	3.25	3.05	2.85	3	6.14650634
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-07A	T	0.67	0.67	0.659212391	0.68	0.65	0.689148	1.75	1.8	2.198260956	1.8	1.822674268
HCM-BROD-0220-C15	HCM-BROD-0220-C15-85D	M	0.65	0.68	0.68	NA	0.94	0.646651	2.7	2.44	2.34	NA	2.629791815
HCM-BROD-0955-C15	HCM-BROD-0955-C15-06A	T	0.68	0.68	0.672665201	0.69	0.74	0.688883	2.5	2.72	2.650514404	2.72	2.69529135
HCM-BROD-0597-C64	HCM-BROD-0597-C64-01B	T	0.59	0.69	NA	0.55	0.58	0.258478	1.8	2.01	NA	2.96	3.130780289
HCM-CSHL-0603-C18	HCM-CSHL-0603-C18-06A	T	0.74	0.69	0.715180597	0.74	0.92	0.72545	2.65	3.03	3.128816839	3.05	3.070416806
HCM-STAN-1111-C19	HCM-STAN-1111-C19-01A	T	0.69	0.69	0.694429316	0.71	0.96	0.686252	3.45	3.44	3.427324171	3.4	3.438350664
HCM-BROD-0557-C43	HCM-BROD-0557-C43-06A	T	0.73	0.7	0.72	0.75	0.73	0.431485	3.7	3.9	3.84	3.9	2.071820093
HCM-CSHL-0057-C18	HCM-CSHL-0057-C18-01B	T	0.63	0.7	0.74	0.8	0.89	0.513638	5.05	2.68	2.86	2.6	4.586624512
HCM-STAN-0841-C18	HCM-STAN-0841-C18-01A	T	0.74	0.7	0.721096728	0.74	0.94	0.732708	3.75	3.86	3.812726996	3.75	3.855855912
HCM-WCMC-0949-C67	HCM-WCMC-0949-C67-01A	T	0.71	0.7	0.68	NA	0.89	0.223687	2.1	2.04	2.26	NA	2.05055547
HCM-BROD-0716-C43	HCM-BROD-0716-C43-06B	T	0.58	0.7	0.72	0.74	0.63	0.72177	3.8	2	1.92	1.98	1.986939094
HCM-CSHL-0369-D37	HCM-CSHL-0369-D37-31A	T	0.54	0.71	0.36	0.73	0.94	0.349295	2.2	2.12	2.25	2.12	2.237598154
HCM-CSHL-0878-C18	HCM-CSHL-0878-C18-06A	T	0.72	0.71	0.700825671	0.73	0.77	0.732369	1.7	1.76	1.791795095	1.74	1.772739388
HCM-STAN-0846-C20	HCM-STAN-0846-C20-01D	T	0.74	0.71	NA	0.75	0.87	0.748809	2.65	2.6	NA	2.6	4.705951654
HCM-SANG-1092-C18	HCM-SANG-1092-C18-01A	T	0.72	0.71	0.709687275	0.73	NA	0.774382	2.05	2.12	2.108083987	2.14	2.134332147
HCM-CSHL-0617-C22	HCM-CSHL-0617-C22-01B	T	NA	0.72	0.73	0.74	0.73	NA	NA	2.04	1.96	2.02	NA
HCM-CSHL-0625-C18	HCM-CSHL-0625-C18-06A	T	0.76	0.72	0.745252653	0.79	0.87	0.754768	3.2	3.28	3.458273934	3.2	3.29892455
HCM-STAN-0840-C49	HCM-STAN-0840-C49-06A	T	0.52	0.72	0.629479122	0.73	0.72	0.708136	2.6	1.12	1.649666098	1.12	1.183227393
HCM-BROD-0594-C43	HCM-BROD-0594-C43-06A	T	0.76	0.72	0.75	0.77	0.71	0.780833	2.85	3.06	3.04	3.05	3.151122396
HCM-SANG-1338-C20	HCM-SANG-1338-C20-08A	T	0.73	0.72	0.710461875	0.73	NA	0.72881	2.25	2.04	2.043527052	2.02	2.049165508
HCM-CSHL-0368-D37	HCM-CSHL-0368-D37-31A	T	0.74	0.73	0.73	0.76	0.92	0.826736	2.05	2.09	2.04	2.1	2.127705399
HCM-CSHL-0654-C26	HCM-CSHL-0654-C26-06A	T	0.7	0.73	0.73	0.76	0.88	0.671903	2.85	2.81	2.84	2.78	2.845790822
HCM-BROD-0014-C71	HCM-BROD-0014-C71-01A	T	0.74	0.74	0.75	0.77	0.95	0.755459	1.95	1.95	1.91	1.94	1.937293109
HCM-BROD-0874-C43	HCM-BROD-0874-C43-06A	T	0.76	0.74	0.773506014	0.81	0.83	0.735257	3.7	3.93	3.881819236	3.9	4.008035179
HCM-CSHL-0242-C18	HCM-CSHL-0242-C18-01B	T	0.69	0.74	0.77	0.79	0.87	0.266026	3.95	2.08	1.96	2.06	2.289490892
HCM-CSHL-0585-C06	HCM-CSHL-0585-C06-85E	M	0.73	0.74	0.730561733	0.75	0.98	0.378699	4.15	2.19	2.120551527	2.2	2.431547012
HCM-CSHL-0806-C54	HCM-CSHL-0806-C54-01A	T	0.76	0.74	0.744642836	0.77	0.83	0.116378	2	1.99	2.041724384	2	3.538632023
HCM-SANG-1326-C15	HCM-SANG-1326-C15-01A	T	0.73	0.74	0.737055819	0.76	NA	0.349906	2.6	2.88	2.778616373	2.8	3.957092737
HCM-BROD-0198-C71	HCM-BROD-0198-C71-01A	T	0.65	0.75	0.78	0.8	NA	0.753747	3.85	2.02	2.36	2.02	2.027838972
HCM-BROD-0234-C49	HCM-BROD-0234-C49-06A	T	0.78	0.75	0.76	0.8	0.71	0.458715	4.6	4.87	4.89	4.85	3.04689009
HCM-CSHL-0062-C18	HCM-CSHL-0062-C18-01A	T	0.41	0.75	defer	0.75	0.95	0.24429	2.15	2.11	defer	2.1	4.175400637
HCM-CSHL-0584-C19	HCM-CSHL-0584-C19-06A	T	0.62	0.75	0.76	0.78	0.96	0.793148	4.75	2.41	2.71	2.44	2.544048877
HCM-CSHL-0664-C18	HCM-CSHL-0664-C18-06A	T	0.78	0.75	0.78	0.81	0.88	0.760271	3.8	3.81	3.67	3.8	3.86619189
HCM-BROD-0455-C71	HCM-BROD-0455-C71-01A	T	0.82	0.76	0.78	0.82	0.73	0.265278	1.75	2.09	2.09	2.1	2.625560986
HCM-BROD-0783-C71	HCM-BROD-0783-C71-02A	T	0.81	0.76	0.758702985	0.78	NA	0.759676	1.9	1.86	2.172644299	3.3	1.907914555
HCM-CSHL-0835-C20	HCM-CSHL-0835-C20-06A	T	0.69	0.76	0.77	0.81	0.85	0.811034	4.05	2.11	2.09	2.14	2.101517242
HCM-BROD-0235-C16	HCM-BROD-0235-C16-06A	T	0.82	0.77	0.81	0.85	0.94	0.817366	3.25	3.35	3.17	3.25	3.341463781
HCM-CSHL-0247-C18	HCM-CSHL-0247-C18-06A	T	0.69	0.77	0.81	0.84	0.91	0.810046	3.65	1.95	1.89	1.96	2.003256014
HCM-CSHL-0467-C56	HCM-CSHL-0467-C56-06A	T	0.79	0.77	0.791446439	0.81	NA	0.912367	2.7	2.78	2.664513294	2.76	5.46119746
HCM-CSHL-0467-C56	HCM-CSHL-0467-C56-06A	T	0.79	0.77	0.791446439	0.81	0.91	0.912367	2.7	2.78	2.664513294	2.76	5.46119746
HCM-CSHL-0143-C20	HCM-CSHL-0143-C20-01A	T	0.69	0.78	0.82	0.83	0.94	0.349103	3.9	1.93	1.94	1.94	1.895738535
HCM-CSHL-0461-D12	HCM-CSHL-0461-D12-31A	T	0.31	0.78	defer	0.82	NA	0.03	1.8	2	defer	2	1.743229675
HCM-CSHL-0509-C24	HCM-CSHL-0509-C24-06A	T	0.86	0.78	0.83	0.86	0.83	0.03	1.95	2	2.39	2	2.08899702
HCM-CSHL-1262-C19	HCM-CSHL-1262-C19-06A	T	0.83	0.78	failed	0.81	0.92	0.237971	3.3	3.25	failed	3.2	3.990700932
HCM-BROD-0472-C34	HCM-BROD-0472-C34-06B	T	0.81	0.78	0.81	0.84	0.9	0.851775	3	3.15	2.89	3.1	3.179492573
HCM-BROD-0012-C71	HCM-BROD-0012-C71-01A	T	0.81	0.79	0.81	0.83	0.72	0.821527	1.9	1.96	2.38	1.96	1.955518782
HCM-BROD-0423-C71	HCM-BROD-0423-C71-01A	T	0.71	0.79	0.82	0.84	0.9	0.781132	4.05	2.15	2.42	2.14	2.154157353
HCM-BROD-0693-C71	HCM-BROD-0693-C71-01A	T	0.64	0.79	0.68	0.69	0.84	0.618786	3.85	1.92	3.75	3.75	3.641597383
HCM-CSHL-0147-C24	HCM-CSHL-0147-C24-85A	M	0.7	0.79	0.82	0.84	0.99	0.822996	4.65	2.49	2.42	2.48	2.471401193
HCM-CSHL-0376-D37	HCM-CSHL-0376-D37-31A	T	0.56	0.79	0.47	0.51	0.95	0.489301	1.85	2.02	2.4	2.04	2.050497304
HCM-CSHL-1266-C20	HCM-CSHL-1266-C20-06A	T	0.82	0.79	0.811946711	0.85	0.94	0.808328	3.65	3.83	3.857865906	3.8	3.879397483
HCM-CSHL-0731-C19	HCM-CSHL-0731-C19-06A	T	0.83	0.79	0.81	0.84	0.92	0.819474	3.6	3.56	3.77	3.5	3.563635398
HCM-BROD-0220-C15	HCM-BROD-0220-C15-06A	T	0.85	0.8	0.83	0.85	0.97	0.818797	2.45	2.71	2.59	2.72	2.744015896
HCM-BROD-0485-C15	HCM-BROD-0485-C15-06A	T	0.81	0.8	0.82	0.78	0.91	0.775224	1.95	2.18	2.46	2.2	2.206537528
HCM-CSHL-0247-C18	HCM-CSHL-0247-C18-01A	T	0.84	0.8	0.83	0.93	0.94	0.822615	3.35	3.64	3.91	1.82	3.748320113
HCM-BROD-0614-C71	HCM-BROD-0614-C71-01A	T	0.73	0.81	0.84	0.85	0.81	0.839992	3.95	2.03	2	2.02	2.014485141
HCM-CSHL-0857-C19	HCM-CSHL-0857-C19-06A	T	0.84	0.81	0.817050095	0.84	NA	0.835241	2.95	3.19	3.130137346	3.1	3.160686879
HCM-CSHL-1265-C25	HCM-CSHL-1265-C25-01A	T	0.84	0.81	0.822704596	NA	0.86	0.95362	3.4	3.76	3.51186112	NA	3.664920672
HCM-BROD-0960-C16	HCM-BROD-0960-C16-06A	T	0.83	0.81	0.821803694	0.81	0.93	0.282761	3.55	3.79	3.891314518	3.7	4.013621044
HCM-BROD-0002-C71	HCM-BROD-0002-C71-01A	T	0.75	0.82	0.841397266	0.87	0.81	0.850395	3.7	2	1.93680754	1.98	1.977937978
HCM-BROD-0417-C71	HCM-BROD-0417-C71-01A	T	0.85	0.82	0.84	0.86	0.79	0.834012	1.8	1.88	1.89	1.88	1.887433248
HCM-BROD-0831-C71	HCM-BROD-0831-C71-01A	T	0.85	0.82	0.84	0.85	0.82	0.842907	1.9	1.94	1.93	1.92	1.904130031
HCM-CSHL-0875-C67	HCM-CSHL-0875-C67-85B	M	0.38	0.82	0.035053812	0.82	1	0.197876	4.15	2.06	4.788471194	2.06	2.208563611
HCM-BROD-0223-C43	HCM-BROD-0223-C43-06A	T	0.76	0.83	0.85	0.87	0.86	0.856575	3.35	1.78	1.72	1.78	1.781972408
HCM-BROD-0794-C16	HCM-BROD-0794-C16-06B	T	0.84	0.83	0.824332851	0.85	0.96	0.850661	2.05	2.04	2.336280337	2.02	2.036207876
HCM-CSHL-0608-C17	HCM-CSHL-0608-C17-06A	T	0.47	0.83	0.27	0.82	0.82	0.418649	2.1	2.06	2.62	2.06	2.113953764
HCM-CSHL-0666-C24	HCM-CSHL-0666-C24-31A	T	0.88	0.83	0.85	0.89	0.98	0.859144	2	2	2.48	2	1.993388767
HCM-CSHL-0765-C56	HCM-CSHL-0765-C56-85P	M	0.86	0.83	0.851382673	0.88	0.99	0.782739	3.6	3.65	3.77788245	3.65	3.787601584
HCM-BROD-0047-C71	HCM-BROD-0047-C71-02A	T	0.87	0.83	0.86	0.82	0.83	0.862855	1.6	1.71	1.59	1.7	1.780663139
HCM-SANG-1317-C20	HCM-SANG-1317-C20-06A	T	0.83	0.83	0.819894647	0.85	NA	0.894772	3.1	3.33	3.217714204	3.3	3.279051708
HCM-SANG-1325-C15	HCM-SANG-1325-C15-08A	T	0.73	0.83	0.831468671	0.84	NA	0.697063	4.15	2.24	2.198837918	2.2	2.249357637
HCM-BROD-0007-C49	HCM-BROD-0007-C49-06A	T	0.8	0.84	0.85	0.85	NA	0.870303	2	3.76	3.81	3.75	3.77725803
HCM-BROD-0648-C71	HCM-BROD-0648-C71-02A	T	0.88	0.84	0.86	0.89	0.87	0.87261	1.9	2.01	2.35	1.98	1.983343856
HCM-BROD-0709-C64	HCM-BROD-0709-C64-85B	M	0.86	0.84	0.86	0.87	0.86	0.855902	1.85	1.9	1.91	1.9	1.900943087
HCM-CSHL-0860-C18	HCM-CSHL-0860-C18-06A	T	0.83	0.84	0.847427053	0.88	0.95	0.856777	1.95	2.05	2.010751194	2	2.053148196
HCM-WCMC-1287-C67	HCM-WCMC-1287-C67-01A	T	NA	0.84	0.67	0.5	0.97	1	NA	3.84	2.1	1.78	4.645823723
HCM-BROD-0681-C71	HCM-BROD-0681-C71-02A	T	0.88	0.84	0.86	0.89	0.85	0.885221	1.85	1.99	2.31	1.98	2.016206044
HCM-BROD-0104-C71	HCM-BROD-0104-C71-01A	T	0.89	0.85	0.88	0.89	NA	0.888466	2	2.03	2.03	2.02	2.021477199
HCM-BROD-0227-C43	HCM-BROD-0227-C43-85M	M	0.87	0.85	0.86	0.89	0.93	0.877389	3.15	2.95	3.11	2.96	3.012707512
HCM-BROD-0613-C71	HCM-BROD-0613-C71-01A	T	0.78	0.85	0.86	0.89	0.81	0.86353	4	2.16	2.51	2.12	2.145178887
HCM-BROD-0679-C43	HCM-BROD-0679-C43-06A	T	0.8	0.85	0.88	0.9	0.78	0.880786	3.7	1.93	2.33	1.92	1.958208295
HCM-CSHL-0507-C20	HCM-CSHL-0507-C20-06A	T	0.89	0.85	0.86	0.92	0.93	0.874354	3.65	3.96	3.83	1.96	3.980095591
HCM-CSHL-0514-C50	HCM-CSHL-0514-C50-85B	M	0.35	0.85	0.195096358	0.46	1	0.0847517	2.05	2.03	2.605492632	2.06	2.246264567
HCM-CSHL-0807-C54	HCM-CSHL-0807-C54-01A	T	0.9	0.85	defer	0.87	0.87	0.0971467	2.05	2.07	defer	2.06	3.978293826
HCM-CSHL-1269-C18	HCM-CSHL-1269-C18-06A	T	0.86	0.85	NA	NA	0.91	0.826496	2.85	2.93	NA	NA	2.925566261
HCM-WCMC-0950-C67	HCM-WCMC-0950-C67-01A	T	0.87	0.85	0.74	0.88	0.98	0.162395	1.9	1.97	4.07	1.94	2.891954923
HCM-CSHL-0582-C18	HCM-CSHL-0582-C18-06A	T	0.89	0.85	0.88	0.9	0.95	0.779318	2.7	2.87	2.74	2.86	5.749780168
HCM-BROD-0199-C71	HCM-BROD-0199-C71-02A	T	0.88	0.86	0.87	0.89	0.87	0.876384	1.85	1.97	1.89	1.96	1.969435534
HCM-BROD-0415-C71	HCM-BROD-0415-C71-02B	T	0.81	0.86	0.88	0.87	0.93	0.861425	1.95	1.99	2.01	1.98	1.984889319
HCM-BROD-0650-C56	HCM-BROD-0650-C56-06A	T	0.88	0.86	0.873140371	0.89	0.97	0.767403	2.5	2.54	2.503676639	2.56	5.157983989
HCM-WCMC-0951-C67	HCM-WCMC-0951-C67-01A	T	0.84	0.86	0.85	0.84	0.97	0.88984	1.95	1.99	1.99	2	2.029457875
HCM-BROD-0003-C71	HCM-BROD-0003-C71-01A	T	0.85	0.86	0.87	0.9	0.9	0.892063	3.85	2.93	2.87	2.88	2.876008657
HCM-BROD-0709-C64	HCM-BROD-0709-C64-01A	T	0.9	0.87	0.89	0.92	0.9	0.897527	1.85	1.91	2.28	1.88	1.902052641
HCM-CSHL-0366-C50	HCM-CSHL-0366-C50-85B	M	0.88	0.87	0.89	0.93	1	0.896044	2.7	2.6	2.53	2.6	2.6450741
HCM-BROD-0596-C43	HCM-BROD-0596-C43-06A	T	0.88	0.87	0.88	0.96	0.91	0.822453	4.25	3.58	3.74	1.76	3.70578226
HCM-BROD-0225-C43	HCM-BROD-0225-C43-85N	M	1	0.88	defer	0.84	0.94	NA	1.95	2	defer	2	NA
HCM-BROD-0724-C43	HCM-BROD-0724-C43-06A	T	0.97	0.88	0.904068754	0.98	0.93	0.901407	4	4.13	4.104468086	4.1	4.180711999
HCM-BROD-0870-C43	HCM-BROD-0870-C43-85N	M	0.54	0.88	0.109439364	0.9	0.93	0.43416	2	2	3.000659254	2	7.116837643
HCM-CSHL-0730-C25	HCM-CSHL-0730-C25-85A	M	0.9	0.88	0.89	0.92	1	0.942324	2.05	2	2.39	1.98	2.007157032
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-85B	M	0.89	0.88	0.886674448	0.91	0.99	0.897059	1.6	1.71	1.742729618	1.7	1.770473499
HCM-BROD-0561-C43	HCM-BROD-0561-C43-06A	T	0.91	0.88	0.89	0.91	0.84	0.894025	1.8	2.02	1.79	1.96	2.017284161
HCM-BROD-0196-C71	HCM-BROD-0196-C71-01A	T	0.92	0.89	0.9	0.92	0.92	0.906424	1.85	1.98	1.93	1.96	1.95856803
HCM-BROD-0226-C43	HCM-BROD-0226-C43-85M	M	0.98	0.9	0.9	0.99	1	0.916084	2.85	2.91	3.14	2.9	2.995572936
HCM-BROD-0642-C43	HCM-BROD-0642-C43-06A	T	0.88	0.9	0.9	0.99	0.91	0.887701	3.15	3.06	3.06	3.05	3.155698164
HCM-BROD-0681-C71	HCM-BROD-0681-C71-85R	M	0.98	0.9	0.99	1	0.98	0.995131	3.75	1.97	1.94	1.98	2.005697389
HCM-BROD-0762-C49	HCM-BROD-0762-C49-85B	M	0.29	0.9	0.25003461	0.9	0.91	0.0330757	2	2	2.491462305	2	3.208412367
HCM-BROD-1122-C49	HCM-BROD-1122-C49-85B	M	0.3	0.9	0.095073236	0.58	0.95	0.0420393	2	2	3.15537843	2	3.562299229
HCM-SANG-0312-C15	HCM-SANG-0312-C15-85A	M	0.89	0.9	0.73	1	0.99	0.299391	2.05	2.01	1.96	2	2.046009081
HCM-WCMC-1284-C67	HCM-WCMC-1284-C67-01B	T	0.72	0.9	no normal	0.92	0.93	0.409953	3.55	1.98	no normal	1.96	6.885738062
HCM-BROD-0001-C18	HCM-BROD-0001-C18-06A	T	NA	0.91	0.89	1	0.96	NA	NA	3.28	3.69	3.25	NA
HCM-CSHL-0239-C18	HCM-CSHL-0239-C18-85A	M	0.93	0.91	0.92	0.95	0.99	0.87583	3.05	3.25	3.01	3.2	3.425477655
HCM-CSHL-0510-D13	HCM-CSHL-0510-D13-01A	T	0.95	0.91	0.39	0.75	0.97	0.393874	2.05	1.78	1.25	3.45	1.457250226
HCM-CSHL-0768-C56	HCM-CSHL-0768-C56-85B	M	0.9	0.91	0.909826818	0.93	1	0.812053	3	2.98	2.75543929	2.94	3.037421548
HCM-BROD-0213-C71	HCM-BROD-0213-C71-02A	T	0.95	0.92	0.93	0.93	0.9	0.936847	1.95	1.97	1.95	1.96	1.954713726
HCM-BROD-0682-C64	HCM-BROD-0682-C64-85A	M	0.98	0.92	0.917725887	0.99	0.98	0.923526	3.35	3.15	3.359623355	3.2	3.220750158
HCM-BROD-0711-C64	HCM-BROD-0711-C64-01A	T	0.94	0.92	0.930146196	0.95	0.98	0.999964	1.6	1.73	2.054097158	1.72	1.728242845
HCM-BROD-0871-C49	HCM-BROD-0871-C49-06B	T	0.94	0.92	0.934114363	0.95	0.74	0.966041	1.8	1.89	1.76182766	1.88	1.953592665
HCM-BROD-0595-C43	HCM-BROD-0595-C43-06A	T	0.99	0.92	0.93	0.99	0.96	0.935706	2.9	3.09	3.02	3.1	3.158033308
HCM-CSHL-0369-D37	HCM-CSHL-0369-D37-85P	M	0.6	0.93	0.48	0.91	1	0.465615	1.95	2.07	2.65	2.08	2.175684446
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-85F	M	0.91	0.93	0.922964724	0.96	0.98	0.934829	1.55	1.71	2.16094204	1.72	1.821734635
HCM-SANG-0282-C18	HCM-SANG-0282-C18-85B	M	0.56	0.93	0.95	0.08	NA	0.03	2	2.01	1.99	2	2.704344901
HCM-BROD-0758-C43	HCM-BROD-0758-C43-06A	T	0.99	0.93	0.93	0.99	0.94	0.935043	3.45	3.59	3.62	3.55	3.597031672
HCM-BROD-0103-C71	HCM-BROD-0103-C71-01A	T	0.94	0.94	0.95	1	0.97	0.951874	1.85	1.93	1.93	1.92	1.907760905
HCM-CSHL-0636-C02	HCM-CSHL-0636-C02-85A	M	NA	0.94	NA	NA	NA	0.94048	NA	3.16	NA	NA	3.198934006
HCM-CSHL-0636-C02	HCM-CSHL-0636-C02-85A	M	0.89	0.94	0.94	0.99	1	0.94048	3.25	3.16	3.01	3.1	3.198934006
HCM-CSHL-0800-C67	HCM-CSHL-0800-C67-85A	M	0.9	0.94	0.930395752	0.98	0.99	0.986804	2.7	3	2.879160213	3	2.991610049
HCM-WCMC-0673-C56	HCM-WCMC-0673-C56-01A	T	0.41	0.94	defer	0.49	0.38	0.112416	1.95	2.01	defer	3	2.477727879
HCM-WCMC-0945-C54	HCM-WCMC-0945-C54-85A	M	1	0.94	no normal	0.98	NA	0.150011	2	1.99	no normal	2	6.150044067
HCM-BROD-0793-C15	HCM-BROD-0793-C15-06A	T	0.94	0.94	0.94	0.99	0.99	0.999943	1.85	2.03	2	2	2.130871796
HCM-WCMC-0751-C54	HCM-WCMC-0751-C54-85A	M	0.55	0.94	0.32	0.53	0.99	0.319769	1.6	3.78	3.83	1.8	3.516242933
HCM-BROD-0416-C71	HCM-BROD-0416-C71-01A	T	0.99	0.95	0.95	0.94	0.93	0.949972	2	2.01	2.46	2	2.022507573
HCM-BROD-0579-C16	HCM-BROD-0579-C16-85M	M	1	0.95	0.947909161	0.99	1	0.96302	3.6	3.39	3.352308968	3.35	3.528656566
HCM-BROD-1078-C49	HCM-BROD-1078-C49-06B	T	0.96	0.95	0.954703373	0.96	NA	0.972486	1.85	1.93	1.898803976	1.92	1.996006084
HCM-CSHL-0078-C25	HCM-CSHL-0078-C25-85Q	M	0.97	0.95	0.97	0.99	NA	0.943679	3.15	3.16	3.06	3.15	3.135843968
HCM-CSHL-0608-C17	HCM-CSHL-0608-C17-85A	M	0.57	0.95	0.52	0.95	0.99	0.474875	2.1	2.07	2.57	2.06	2.113735711
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-85D	M	0.93	0.95	0.945617374	0.97	0.99	0.998364	3.35	1.76	1.790358364	1.74	3.548443018
HCM-WCMC-1285-C54	HCM-WCMC-1285-C54-01A	T	0.3	0.95	0.22	0.19	NA	0.246072	1.85	1.99	3.81	2.9	1.837904299
HCM-WCMC-1285-C54	HCM-WCMC-1285-C54-85A	M	0.64	0.95	0.99	0.97	NA	0.504056	2	2.05	2.03	2.06	2.171434728
HCM-CSHL-0811-C55	HCM-CSHL-0811-C55-01A	T	0.98	0.95	0.95	1	1	0.702186	3.25	3.25	3.23	3.15	3.833268803
HCM-BROD-0007-C49	HCM-BROD-0007-C49-85B	M	1	0.96	0.977267649	0.99	1	0.483033	1.9	3.71	3.61022296	3.75	1.788244225
HCM-BROD-0254-C49	HCM-BROD-0254-C49-86N	M	NA	0.96	0.99	1	1	NA	NA	3.63	3.61	3.65	NA
HCM-BROD-1186-C64	HCM-BROD-1186-C64-85B	M	0.99	0.96	0.916146979	0.92	0.95	0.888834	3.2	1.66	3.209374933	3.3	3.414389496
HCM-CSHL-0241-C18	HCM-CSHL-0241-C18-85A	M	0.97	0.96	0.94	1	1	1	2	2.01	2.49	2	2
HCM-WCMC-1340-C54	HCM-WCMC-1340-C54-01A	T	NA	0.96	0.24	0.24	NA	NA	NA	1.99	3.7	1.74	NA
HCM-CSHL-0467-C56	HCM-CSHL-0467-C56-85M	M	NA	0.96	0.962410221	NA	NA	NA	NA	2.77	2.637872753	NA	NA
HCM-SANG-0527-C18	HCM-SANG-0527-C18-85A	M	1	0.96	0.980114804	0.99	NA	1	3.75	3.93	3.830532512	3.9	3.921394516
HCM-BROD-0041-C64	HCM-BROD-0041-C64-01A	T	0.85	0.97	0.8	0.86	0.93	0.818427	1.5	1.84	2.34	1.98	1.904286505
