id3	sample_id	sample_type	purity_ascat	purity_absolute	purity_remixt	purity_purple	purity_estimate	purity_hatchet	ploidy_ascat	ploidy_absolute	ploidy_remixt	ploidy_purple	ploidy_hatchet
HCM-CSHL-0653-C18	HCM-CSHL-0653-C18-85O	M	0.99	1	0.991572617	1	0.99	0.222471	3.25	3.19	3.077142394	3.2	3.879133514
HCM-CSHL-0655-C50	HCM-CSHL-0655-C50-85N	M	0.94	1	1	1	0.99	0.997471	1.95	1.99	2	1.98	1.984865914
HCM-CSHL-0659-C18	HCM-CSHL-0659-C18-85N	M	1	1	0.99	1	1	0.943538	2.05	2.16	2.14	2.14	4.372457918
HCM-CSHL-0665-C24	HCM-CSHL-0665-C24-85M	M	1	1	0.986847996	0.99	1	0.973295	2.55	2.61	2.483961312	2.6	5.225994278
HCM-CSHL-0666-C24	HCM-CSHL-0666-C24-85P	M	1	1	1	1	1	0.994383	2	1.99	2.48	2	2.003354308
HCM-CSHL-0668-C18	HCM-CSHL-0668-C18-85A	M	0.93	1	0.93	0.98	1	0.816077	3.3	3.03	2.96	2.92	5.894619177
HCM-CSHL-0698-C06	HCM-CSHL-0698-C06-85A	M	0.98	1	0.98	1	1	0.993328	4.4	4.39	4.24	4.4	2.526700536
HCM-CSHL-0699-C56	HCM-CSHL-0699-C56-85B	M	1	1	0.99331748	1	1	0.995935	1.5	1.58	1.593720321	1.58	1.557060052
HCM-CSHL-0726-C18	HCM-CSHL-0726-C18-85M	M	0.98	1	0.99	1	1	0.9922	2	2.01	2.05	2	2.014486585
HCM-CSHL-0727-C18	HCM-CSHL-0727-C18-85M	M	0.96	1	0.99	1	1	0.981931	2.85	2.92	2.95	2.92	5.889519817
HCM-CSHL-0728-C25	HCM-CSHL-0728-C25-85A	M	0.96	1	0.99	1	1	0.995042	1.75	1.88	1.82	1.88	1.888851011
HCM-CSHL-0729-C18	HCM-CSHL-0729-C18-85A	M	1	1	defer	0.08	1	0.0487134	2	1.99	defer	2	3.172397271
HCM-CSHL-0731-C19	HCM-CSHL-0731-C19-85M	M	0.99	1	0.99	1	1	0.949266	3.6	3.53	3.56	3.5	3.468837279
HCM-CSHL-0736-C18	HCM-CSHL-0736-C18-85N	M	0.95	1	0.99	1	0.99	0.992066	2.05	2.14	2.21	2.1	2.046319103
HCM-CSHL-0737-C18	HCM-CSHL-0737-C18-85M	M	1	1	0.99	1	1	0.978655	4.35	1.97	4.35	2.02	4.10113845
HCM-CSHL-0768-C56	HCM-CSHL-0768-C56-85N	M	1	1	0.9886235	1	1	0.991014	2.85	3.03	2.981371025	3.05	3.087673383
HCM-CSHL-0768-C56	HCM-CSHL-0768-C56-85O	M	1	1	0.989692646	1	1	0.992519	2.8	2.97	3.036126401	2.96	3.045414665
HCM-CSHL-0773-C50	HCM-CSHL-0773-C50-85N	M	0.98	1	0.99	1	0.99	0.993531	1.8	1.84	3.63	1.82	1.828643073
HCM-CSHL-0801-C56	HCM-CSHL-0801-C56-85B	M	1	1	0.994248763	1	1	0.9954	1.95	2.01	2.14400144	2	2.02685967
HCM-CSHL-0802-C67	HCM-CSHL-0802-C67-85B	M	0.96	1	0.979563972	1	1	0.733216	1.55	4.44	4.454980336	1.42	2.403764829
HCM-CSHL-0803-C54	HCM-CSHL-0803-C54-85A	M	0.99	1	0.994462702	0.99	1	1	1.85	1.93	1.906949604	1.94	1.949309773
HCM-CSHL-0807-C54	HCM-CSHL-0807-C54-85B	M	1	1	defer	1	0.99	0.0729142	2.05	2.08	defer	2.08	3.237983532
HCM-CSHL-0809-C54	HCM-CSHL-0809-C54-85A	M	0.95	1	0.99	1	1	0.251869	3.75	1.92	1.97	1.92	4.218031589
HCM-CSHL-0811-C55	HCM-CSHL-0811-C55-85A	M	0.99	1	0.99	1	1	0.94514	3.05	3.06	2.98	3.05	3.255190472
HCM-CSHL-0814-C54	HCM-CSHL-0814-C54-85A	M	0.99	1	0.99	1	1	1	2	3.13	2.91	3.1	3.239440631
HCM-CSHL-0820-C34	HCM-CSHL-0820-C34-85B	M	0.98	1	0.989112988	1	1	0.46087	2.95	2.94	2.936096377	2.92	4.060878568
HCM-CSHL-0823-C34	HCM-CSHL-0823-C34-85M	M	1	1	0.986049275	1	0.99	0.898251	2.75	3.13	2.860725545	3.1	6.300525524
HCM-CSHL-0837-D01	HCM-CSHL-0837-D01-85P	M	1	1	0.99	1	0.99	0.995625	1.95	1.99	1.95	2	1.984493728
HCM-CSHL-0852-C76	HCM-CSHL-0852-C76-85A	M	1	1	0.993551655	1	1	0.996058	1.6	1.79	1.747403591	1.74	1.830879822
HCM-CSHL-0859-C22	HCM-CSHL-0859-C22-85A	M	0.96	1	0.99	1	1	0.991963	2.8	3.16	3.08	3.15	3.199043487
HCM-CSHL-0860-C18	HCM-CSHL-0860-C18-85M	M	1	1	0.98508984	1	1	0.999156	2.1	2.05	2.053775302	2.04	2.103256656
HCM-CSHL-0861-C25	HCM-CSHL-0861-C25-85M	M	1	1	0.99	1	1	0.87562	1.8	1.82	3.53	1.82	1.843343753
HCM-CSHL-0863-C18	HCM-CSHL-0863-C18-85A	M	0.97	1	0.944288741	1	0.99	0.963857	1.95	2.01	2.010868875	2.02	2.043860851
HCM-CSHL-0867-C18	HCM-CSHL-0867-C18-85B	M	1	1	0.993234234	1	1	0.989626	2.1	2.16	2.15544883	2.16	2.153377133
HCM-CSHL-0868-C56	HCM-CSHL-0868-C56-85A	M	0.98	1	0.98590861	1	1	0.995159	3.05	1.63	3.153003264	1.64	3.253884335
HCM-CSHL-0878-C18	HCM-CSHL-0878-C18-85A	M	1	1	0.988326881	1	0.99	0.999765	1.8	1.84	1.888392869	1.78	1.778361464
HCM-CSHL-1097-C18	HCM-CSHL-1097-C18-85A	M	0.97	1	0.993655435	1	0.99	0.996105	1.95	1.88	1.88885768	1.86	1.886651782
HCM-CSHL-1263-C24	HCM-CSHL-1263-C24-85M	M	0.99	1	0.987819211	NA	1	0.999906	2.55	2.8	2.629636072	NA	2.861915462
HCM-CSHL-1264-C25	HCM-CSHL-1264-C25-85A	M	1	1	0.989940685	0.99	1	1	2	2.05	1.898893999	2.04	2.073200618
HCM-CSHL-1265-C25	HCM-CSHL-1265-C25-85A	M	0.99	1	0.985813063	1	0.99	0.217207	3.6	3.29	3.51954629	1.9	4.770044197
HCM-CSHL-1266-C20	HCM-CSHL-1266-C20-85M	M	0.98	1	0.983872132	1	0.99	0.838287	3.75	3.67	3.58862756	1.86	3.753619807
HCM-CSHL-1266-C20	HCM-CSHL-1266-C20-85N	M	1	1	0.980182006	1	0.99	1	3.35	3.56	3.96512773	1.82	3.753817216
HCM-CSHL-1269-C18	HCM-CSHL-1269-C18-85M	M	0.89	1	0.989634045	1	1	0.498884	2.65	2.75	2.820407707	2.74	5.841941893
HCM-CSHL-1270-C18	HCM-CSHL-1270-C18-85N	M	1	1	0.991201511	1	1	1	2.05	2.12	2.507383639	2.1	4.044201665
HCM-SANG-0268-C18	HCM-SANG-0268-C18-85A	M	1	1	0.99	1	1	0.995757	3	2.77	2.76	2.76	5.514705009
HCM-SANG-0270-C20	HCM-SANG-0270-C20-86A	M	NA	1	0.99	1	1	NA	NA	2.1	2.09	2.1	NA
HCM-SANG-0271-D12	HCM-SANG-0271-D12-86A	M	NA	1	0.98	1	0.99	NA	NA	2.32	4.94	2.32	NA
HCM-SANG-0274-C18	HCM-SANG-0274-C18-85A	M	1	1	0.98	0.99	0.99	0.861211	3.65	2.18	4.53	2.22	4.456864356
HCM-SANG-0278-C20	HCM-SANG-0278-C20-85A	M	1	1	0.99	1	0.99	0.793217	3.5	3.82	3.69	1.92	3.848561746
HCM-SANG-0288-C18	HCM-SANG-0288-C18-85A	M	0.91	1	1	1	0.99	0.995004	2	2.05	2.5	2.06	2.057409536
HCM-SANG-0289-C15	HCM-SANG-0289-C15-85A	M	0.75	1	defer	1	1	0.03	2	1.99	defer	2	2.86429962
HCM-SANG-0291-C15	HCM-SANG-0291-C15-85A	M	0.91	1	0.99	1	1	0.996066	1.6	1.93	1.87	1.92	1.939365403
HCM-SANG-0294-C15	HCM-SANG-0294-C15-85A	M	1	1	0.99	0.99	0.99	0.980417	2.7	2.8	2.68	2.78	2.79520119
HCM-SANG-0295-C15	HCM-SANG-0295-C15-85A	M	1	1	0.99	1	1	1	1.95	2.01	1.98	2	2.039440004
HCM-SANG-0297-C15	HCM-SANG-0297-C15-85A	M	0.98	1	0.97	1	1	0.970826	4.25	3.16	2.99	3.05	3.179728493
HCM-SANG-0298-C15	HCM-SANG-0298-C15-85A	M	1	1	0.99	1	1	0.99128	2.75	2.86	2.76	2.86	2.862045119
HCM-SANG-0303-C15	HCM-SANG-0303-C15-85A	M	0.95	1	0.99	0.99	0.99	0.549833	2.45	2.56	2.51	2.5	5.602814842
HCM-SANG-0304-C15	HCM-SANG-0304-C15-85A	M	0.99	1	0.98	0.99	0.99	0.932573	2.6	2.48	2.51	2.46	2.567876648
HCM-SANG-0306-C15	HCM-SANG-0306-C15-85A	M	0.96	1	0.98	0.99	0.99	0.359018	2.35	1.84	3.65	1.82	4.051746223
HCM-SANG-0310-C15	HCM-SANG-0310-C15-85A	M	0.99	1	0.99	1	0.99	0.941136	2.45	2.48	2.43	2.48	2.462352977
HCM-SANG-0314-C15	HCM-SANG-0314-C15-85A	M	0.82	1	0.99	1	0.99	0.838189	3.75	3.94	3.97	1.96	3.898231612
HCM-SANG-0315-C25	HCM-SANG-0315-C25-85A	M	0.99	1	0.99	1	1	0.995374	1.9	1.84	1.81	1.82	1.843514443
HCM-STAN-0840-C49	HCM-STAN-0840-C49-85A	M	1	1	0.988204811	1	0.97	0.999999	4.65	2.18	2.142655836	1.1	1.092765677
HCM-STAN-0841-C18	HCM-STAN-0841-C18-85A	M	1	1	0.98241761	1	1	0.98603	3.6	3.74	3.840974359	1.84	3.75553813
HCM-STAN-0848-C20	HCM-STAN-0848-C20-85A	M	0.97	1	0.993087328	1	1	0.994803	2.1	2.16	2.10506899	2.12	2.19714993
HCM-STAN-1109-D13	HCM-STAN-1109-D13-85B	M	1	1	0.955985336	1	1	0.0925639	1.95	1.99	2.413200685	2	4.121280969
HCM-STAN-1277-C55	HCM-STAN-1277-C55-85B	M	0.99	1	0.980954075	0.99	1	0.835588	2.35	2.46	2.434754605	2.48	2.949279223
HCM-WCMC-0491-C16	HCM-WCMC-0491-C16-85A	M	0.98	1	0.99	1	0.99	0.989281	3.2	3.19	3.37	3.25	3.238193406
HCM-WCMC-0494-C16	HCM-WCMC-0494-C16-85A	M	1	1	0.93	defer	1	0.995873	1.95	1.99	2.4	defer	1.982874271
HCM-WCMC-0505-C16	HCM-WCMC-0505-C16-85A	M	0.99	1	0.98	1	0.99	0.913337	3.25	3.25	3.02	3.2	3.409778728
HCM-WCMC-0673-C56	HCM-WCMC-0673-C56-85A	M	0.97	1	0.99	1	1	0.992664	1.85	1.92	1.94	1.9	1.913767571
HCM-WCMC-0673-C56	HCM-WCMC-0673-C56-85B	M	0.95	1	0.98	1	1	0.994184	1.9	1.95	1.96	1.94	1.943731314
HCM-WCMC-0675-C67	HCM-WCMC-0675-C67-85R	M	NA	1	0.99	1	1	NA	NA	3.6	3.57	3.6	NA
HCM-WCMC-0747-C50	HCM-WCMC-0747-C50-85P	M	1	1	1	1	0.98	0.0812802	2	2.03	2.5	2	2.996603562
HCM-WCMC-0749-C34	HCM-WCMC-0749-C34-85A	M	1	1	0.99	1	1	0.999471	1.85	1.88	1.88	1.88	1.899147732
HCM-WCMC-0753-C54	HCM-WCMC-0753-C54-85A	M	1	1	0.99	1	0.99	0.0857202	2.05	1.99	2.48	2	3.315408804
HCM-WCMC-0785-C67	HCM-WCMC-0785-C67-85A	M	1	1	0.99	0.99	0.99	0.989573	2.55	2.75	2.7	2.74	2.769668417
HCM-WCMC-0786-C34	HCM-WCMC-0786-C34-85A	M	1	1	0.99	1	1	0.999976	2	1.99	1.96	2.02	1.999977153
HCM-WCMC-0790-C67	HCM-WCMC-0790-C67-85B	M	0.93	1	0.97	0.99	0.99	0.775338	3.95	3.94	4.91	2.48	2.967397243
HCM-WCMC-0946-C34	HCM-WCMC-0946-C34-85A	M	0.97	1	1	NA	1	0.186448	4	1.97	1.98	NA	6.624335268
HCM-WCMC-0948-C67	HCM-WCMC-0948-C67-85A	M	NA	1	no normal	1	1	0.801513	NA	4.48	no normal	2.12	4.986115004
HCM-WCMC-0949-C67	HCM-WCMC-0949-C67-85A	M	0.36	0.52	0.5	NA	1	0.520525	4.15	2.06	2.5	NA	2.053269448
HCM-WCMC-0952-C34	HCM-WCMC-0952-C34-85A	M	0.99	1	0.98	0.99	0.98	0.921904	3.4	3.49	3.67	3.7	3.867922072
HCM-WCMC-1074-C56	HCM-WCMC-1074-C56-85A	M	1	1	0.99	1	1	0.995022	2	1.97	1.97	1.96	1.955909765
HCM-WCMC-1280-C54	HCM-WCMC-1280-C54-85A	M	0.99	1	0.99	1	1	0.232473	2.95	3.19	3.09	3.15	3.499745555
HCM-WCMC-1281-C67	HCM-WCMC-1281-C67-85A	M	1	1	0.99	1	1	0.999997	2.35	2.51	2.39	2.54	2.51765867
HCM-WCMC-1284-C67	HCM-WCMC-1284-C67-85A	M	1	1	no normal	1	1	0.156348	1.95	1.99	no normal	2	7.36405262
HCM-WCMC-1294-C18	HCM-WCMC-1294-C18-85A	M	0.97	1	0.98	1	0.99	0.38816	3.15	3.06	3.1	3.05	3.759150475
HCM-WCMC-1340-C54	HCM-WCMC-1340-C54-85A	M	0.96	1	0.99	1	NA	0.551857	1.9	1.97	1.97	1.96	6.528352061
HCM-WCMC-1359-C34	HCM-WCMC-1359-C34-85A	M	0.95	1	0.99	1	0.99	0.892162	3.45	3.49	3.37	3.5	3.583990561
HCM-BROD-0791-C43	HCM-BROD-0791-C43-85O	M	NA	1	0.86	NA	NA	0.206727	NA	1.92	1.79	NA	4.644072129
HCM-CSHL-0900-C54	HCM-CSHL-0900-C54-85B	M	0.97	1	0.992520021	1	1	0.956849	2.9	2.97	2.837689724	2.98	3.100318883
HCM-SANG-0311-C15	HCM-SANG-0311-C15-85A	M	0.99	1	0.993306594	1	1	0.996265	3.55	1.79	1.74193411	1.82	1.862929886
HCM-SANG-0518-C18	HCM-SANG-0518-C18-85A	M	1	1	0.988025206	0.99	NA	0.987045	3.25	3.39	3.271808632	3.35	3.440819902
HCM-SANG-0519-C20	HCM-SANG-0519-C20-85A	M	1	1	0.99492181	1	NA	0.999708	1.85	1.86	1.776264358	1.84	1.888552397
HCM-SANG-0522-C18	HCM-SANG-0522-C18-85A	M	1	1	0.979080219	1	NA	0.719737	3.7	3.82	4.136263383	1.88	1.897529677
HCM-SANG-0533-C20	HCM-SANG-0533-C20-85A	M	0.52	1	0.984035102	1	NA	0.48968	1.6	3.71	3.680293172	3.7	1.750281229
HCM-SANG-0535-C20	HCM-SANG-0535-C20-85A	M	0.96	1	0.992887451	1	NA	0.140325	1.8	1.95	1.889356194	1.9	5.236978718
HCM-SANG-0536-C18	HCM-SANG-0536-C18-85A	M	0.98	1	0.99023938	1	NA	0.999971	2.85	2.92	2.904580259	2.9	2.943937162
HCM-SANG-0537-C18	HCM-SANG-0537-C18-85A	M	0.95	1	0.987736629	1	NA	0.972354	1.7	1.82	3.450828968	1.86	1.973241638
HCM-SANG-0541-C20	HCM-SANG-0541-C20-85A	M	1	1	0.993499174	1	NA	1	1.85	1.93	1.884507804	1.9	1.929333099
HCM-SANG-0545-C15	HCM-SANG-0545-C15-85A	M	1	1	0.991910956	1	NA	0.996428	2.8	3.1	2.960006634	2.92	3.014101189
HCM-SANG-0552-C25	HCM-SANG-0552-C25-85A	M	0.98	1	0.994019084	NA	NA	0.995119	3.5	1.84	1.830485074	NA	1.906101076
HCM-SANG-1084-C15	HCM-SANG-1084-C15-85A	M	0.98	1	0.989755155	1	NA	0.956348	2.9	2.94	2.905269502	2.94	2.973368329
HCM-SANG-1086-C18	HCM-SANG-1086-C18-85A	M	1	1	0.988392077	1	NA	0.999961	2	2.08	2.007112562	2.06	2.097299188
HCM-SANG-1090-C18	HCM-SANG-1090-C18-85A	M	0.99	1	0.999801562	1	NA	0.970019	4.05	2.03	2.028974796	2.04	2.060460178
HCM-SANG-1093-C18	HCM-SANG-1093-C18-85A	M	0.81	1	0.992629875	1	NA	0.0688729	1.95	1.97	1.993462646	1.98	2.520982923
HCM-SANG-1300-C18	HCM-SANG-1300-C18-85A	M	1	1	0.992974139	1	NA	0.986129	2.85	3.03	2.905723673	3.05	3.029273405
HCM-SANG-1301-C20	HCM-SANG-1301-C20-85A	M	1	1	0.994485394	1	NA	0.997934	2.05	2.03	2.028742737	2	1.987419127
HCM-SANG-1302-C15	HCM-SANG-1302-C15-85A	M	0.9	1	failed	1	NA	0.997566	2	2.01	failed	2	2.028283137
HCM-SANG-1304-C20	HCM-SANG-1304-C20-85A	M	1	1	0.993357036	1	NA	0.984014	2.75	2.89	2.793428195	2.88	2.880667995
HCM-SANG-1305-C15	HCM-SANG-1305-C15-85A	M	0.99	1	0.992487047	1	NA	0.98051	2.3	2.48	2.382418049	2.4	4.953865487
HCM-SANG-1307-C25	HCM-SANG-1307-C25-85A	M	1	1	0.993096322	0.99	NA	0.958175	2.9	2.97	2.949727012	3	3.075944309
HCM-SANG-1309-C25	HCM-SANG-1309-C25-85A	M	0.99	1	0.994587427	1	NA	1	5	1.73	1.736270112	1.76	1.73155864
HCM-SANG-1310-C15	HCM-SANG-1310-C15-85A	M	0.99	1	0.991788581	0.99	NA	0.982561	2.65	2.83	2.699325179	2.84	2.888953496
HCM-SANG-1311-C18	HCM-SANG-1311-C18-85A	M	0.97	1	0.992867575	1	NA	0.957937	2.95	2.97	2.899907155	2.92	3.086041766
HCM-SANG-1312-C20	HCM-SANG-1312-C20-85A	M	1	1	0.992594469	0.99	NA	0.947527	2.8	3	2.940436993	2.98	3.0528546
HCM-SANG-1314-C18	HCM-SANG-1314-C18-85A	M	0.98	1	0.990491975	0.99	NA	0.94137	3.15	3.39	3.515220021	3.35	3.42625468
HCM-SANG-1315-C18	HCM-SANG-1315-C18-85A	M	0.99	1	0.990863631	1	NA	0.99309	4.95	2.51	2.518288277	2.48	4.908352985
HCM-SANG-1316-C18	HCM-SANG-1316-C18-85A	M	0.96	1	0.988446067	1	NA	0.953419	3.05	3.19	3.032125562	3.2	3.195357526
HCM-SANG-1317-C20	HCM-SANG-1317-C20-85A	M	1	1	0.991437038	0.99	NA	0.976899	2.9	3.22	3.077159454	3.2	3.279755059
HCM-SANG-1318-C20	HCM-SANG-1318-C20-85A	M	1	1	failed	1	NA	0.994788	2.5	2.72	failed	2.68	5.425309594
HCM-SANG-1323-C15	HCM-SANG-1323-C15-85A	M	0.98	1	0.989558631	0.99	NA	0.999568	2.65	2.69	2.621172415	2.66	2.739332936
HCM-SANG-1326-C15	HCM-SANG-1326-C15-85A	M	1	1	0.992307273	1	NA	0.961907	2.75	2.86	2.79199758	2.84	5.753778
HCM-SANG-1327-C18	HCM-SANG-1327-C18-85A	M	0.98	1	0.98993443	1	NA	0.999142	2.3	2.41	2.388473592	2.32	2.320441484
HCM-SANG-1328-C15	HCM-SANG-1328-C15-85A	M	0.99	1	0.991276277	1	NA	0.900007	2.55	2.69	2.639187395	2.6	2.672941863
HCM-SANG-1329-C15	HCM-SANG-1329-C15-85A	M	1	1	0.99244796	0.99	NA	0.981678	2.45	2.64	2.556585334	2.66	2.663962503
HCM-SANG-1330-C19	HCM-SANG-1330-C19-85A	M	0.99	1	0.991656715	1	NA	0.960001	3.1	3.1	3.008529802	3.1	3.143486144
HCM-SANG-1334-C18	HCM-SANG-1334-C18-85A	M	0.98	1	0.995118981	1	NA	0.998931	1.95	1.97	1.961929683	1.98	2.015261498
HCM-SANG-1335-C18	HCM-SANG-1335-C18-85A	M	0.99	1	0.991753816	1	NA	0.999998	2.25	2.16	2.164856197	2.16	2.197959044
HCM-SANG-1336-C15	HCM-SANG-1336-C15-85A	M	0.98	1	0.991969156	NA	NA	1	2.6	2.8	2.652309299	NA	2.81633194
HCM-SANG-1338-C20	HCM-SANG-1338-C20-85A	M	1	1	0.992655869	1	NA	0.997639	2	2.01	1.964970319	2.02	2.00949713
HCM-SANG-1339-C18	HCM-SANG-1339-C18-85A	M	1	1	0.990737051	1	NA	0.993995	3.6	3.67	3.70772355	3.65	3.599376624
HCM-SANG-0271-D12	HCM-SANG-0271-D12-85B	M	NA	1	NA	1	NA	NA	NA	4.81	NA	2.38	NA
HCM-CSHL-0379-C18	HCM-CSHL-0379-C18-85C	T	NA	1	NA	0.24	NA	NA	NA	3.9	NA	2.26	NA
HCM-CSHL-0382-C19	HCM-CSHL-0382-C19-85N	M	NA	1	NA	1	NA	NA	NA	3.86	NA	3.8	NA
