,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
TCGA-CV-7438-01,,TCGA Tumor,HNSC,-6.322236094,0.485663046
TCGA-2G-AAFV-01,,TCGA Tumor,TGCT,-4.882404361,-1.896953772
TCGA-CQ-6222-01,,TCGA Tumor,HNSC,-6.414729152,0.17905492
TCGA-C8-A12V-01,,TCGA Tumor,BRCA,0.923893001,-1.402465175
TCGA-46-3765-01,,TCGA Tumor,LUSC,-5.33053926,2.46625321
TCGA-32-1982-01,,TCGA Tumor,GBM,1.361609068,-9.203434538
TCGA-A7-A26E-01,,TCGA Tumor,BRCA,3.334185329,-1.259190749
TCGA-G5-6572-01,,TCGA Tumor,READ,-6.037076983,-3.387746166
TCGA-G5-6572-02,,TCGA Tumor,READ,0.552378368,3.600237299
TCGA-S9-A6WD-01,,TCGA Tumor,LGG,3.102096524,-10.52045019
TCGA-AO-A03N-01,,TCGA Tumor,BRCA,3.837223735,-1.566079925
TCGA-MP-A5C7-01,,TCGA Tumor,LUAD,-0.573125336,-2.92975099
TARGET-50-PAJNCJ-01,,TCGA Tumor,WT,-4.59037641,7.724903036
TCGA-KK-A8ID-01,,TCGA Tumor,PRAD,8.373013463,8.270540644
TCGA-B0-5094-01,,TCGA Tumor,KIRC,6.132530656,-5.338134359
TCGA-DX-A48N-01,,TCGA Tumor,SARC,1.265467134,1.706922461
TCGA-MH-A855-01,,TCGA Tumor,KIRP,-0.761742506,7.553452421
TCGA-EE-A2A2-06,,TCGA Tumor,SKCM,5.977797952,3.509923149
TCGA-ZP-A9D4-01,,TCGA Tumor,LIHC,1.354336944,3.833729674
TCGA-CE-A3MD-01,,TCGA Tumor,THCA,11.36736342,0.385172028
TCGA-44-5645-01,,TCGA Tumor,LUAD,-0.24763498,-2.617711376
TCGA-BH-A0HO-01,,TCGA Tumor,BRCA,4.195767369,-1.864127468
TCGA-CV-A45U-01,,TCGA Tumor,HNSC,-5.649744544,2.374071289
TCGA-WB-A81G-01,,TCGA Tumor,PCPG,0.132878807,12.89700739
TCGA-24-2267-01,,TCGA Tumor,OV,1.720247474,8.449307848
TCGA-NH-A6GA-01,,TCGA Tumor,COAD,-5.673408541,-3.415512394
TARGET-21-PANVPB-09,,TCGA Tumor,LAML,-5.036606345,-11.81295926
TCGA-UF-A719-01,,TCGA Tumor,HNSC,-6.160058055,2.212571789
TCGA-AR-A1AN-01,,TCGA Tumor,BRCA,3.777362313,-1.662605118
TCGA-04-1362-01,,TCGA Tumor,OV,1.795331803,8.483375002
TCGA-VF-A8AB-01,,TCGA Tumor,TGCT,-1.948731932,5.486846853
TCGA-HC-8260-01,,TCGA Tumor,PRAD,7.772131887,9.152948786
TCGA-CQ-6224-01,,TCGA Tumor,HNSC,-6.184152159,0.445757766
TCGA-A8-A09X-01,,TCGA Tumor,BRCA,4.103096214,-0.901749145
TCGA-HT-7860-01,,TCGA Tumor,LGG,1.242864516,-9.934616636
TCGA-61-1911-01,,TCGA Tumor,OV,1.768032756,8.440953661
TCGA-AR-A254-01,,TCGA Tumor,BRCA,4.322291579,-1.035703729
TCGA-EJ-8472-01,,TCGA Tumor,PRAD,7.78915402,9.117083956
TCGA-AA-3655-01,,TCGA Tumor,COAD,-6.128488097,-3.667217087
TCGA-DU-7006-01,,TCGA Tumor,LGG,1.399727252,-9.039444517
TCGA-67-6217-01,,TCGA Tumor,LUAD,-0.311359737,-3.055169176
TCGA-50-5935-01,,TCGA Tumor,LUAD,-0.430653009,-2.830123972
TCGA-NA-A5I1-01,,TCGA Tumor,UCS,-3.956196818,6.757350851
TCGA-55-7914-01,,TCGA Tumor,LUAD,-0.176478598,-2.774384569
TARGET-20-PARCUK-09,,TCGA Tumor,LAML,-3.871149096,-12.35337121
TCGA-C5-A2LZ-01,,TCGA Tumor,CESC,-6.328752074,1.77152865
TCGA-G8-6906-01,,TCGA Tumor,DLBC,-8.585460219,6.950237681
TCGA-DX-A7ES-01,,TCGA Tumor,SARC,1.191483822,1.202398707
TCGA-BH-A0HL-01,,TCGA Tumor,BRCA,5.986652818,-1.649496387
TARGET-10-PAPAGK-09,,TCGA Tumor,Target-ALL,-8.373512778,-8.332645964
TARGET-10-PAPAGK-04,,TCGA Tumor,Target-ALL,-8.232452903,-8.200087141
TARGET-30-PANGXK-01,,TCGA Tumor,NB,0.301396076,12.76413672
TCGA-DX-A6BF-01,,TCGA Tumor,SARC,1.297002521,1.344352771
TCGA-HU-A4GF-01,,TCGA Tumor,STAD,-5.582481894,-3.585569691
TCGA-A6-6652-01,,TCGA Tumor,COAD,-5.92822555,-3.497922491
TCGA-85-A50M-01,,TCGA Tumor,LUSC,-5.082151923,0.656599332
TCGA-DS-A0VM-01,,TCGA Tumor,CESC,-5.319824252,1.362519551
TCGA-KN-8437-01,,TCGA Tumor,KICH,-3.451938901,5.033658911
TCGA-CQ-7065-01,,TCGA Tumor,HNSC,-6.877266917,0.63738345
TCGA-QK-AA3K-01,,TCGA Tumor,HNSC,0.91954216,0.831876386
TCGA-VS-A950-01,,TCGA Tumor,CESC,-6.385385546,1.27469616
TCGA-P5-A77X-01,,TCGA Tumor,LGG,2.986758437,-9.988030981
TCGA-AC-A3HN-01,,TCGA Tumor,BRCA,4.233219114,-1.411193203
TCGA-A3-A6NJ-01,,TCGA Tumor,KIRC,6.352005449,-6.631523203
TCGA-55-7576-01,,TCGA Tumor,LUAD,-0.15616456,-3.104809831
TCGA-IR-A3LK-01,,TCGA Tumor,CESC,-6.039173636,1.212339927
TCGA-BH-A0H7-01,,TCGA Tumor,BRCA,3.920778003,-1.425332974
TCGA-ED-A7XO-01,,TCGA Tumor,LIHC,0.857698556,4.158501555
TARGET-50-PALDWP-01,,TCGA Tumor,WT,-4.636969123,7.771699358
TCGA-DC-6155-01,,TCGA Tumor,READ,-6.213532481,0.086661406
TCGA-DU-7009-01,,TCGA Tumor,LGG,2.980183091,-9.988030027
TCGA-GL-A4EM-01,,TCGA Tumor,KIRP,5.58217856,-5.207713198
TCGA-AC-A6IW-01,,TCGA Tumor,BRCA,0.731077072,-1.34062631
TCGA-ER-A199-06,,TCGA Tumor,SKCM,5.501907315,3.651045967
TCGA-AB-2898-03,,TCGA Tumor,LAML,-4.782307658,-11.42373807
TCGA-JY-A938-01,,TCGA Tumor,ESCA,-3.001573834,-2.31365354
TCGA-DX-A48J-01,,TCGA Tumor,SARC,1.940869775,1.55043881
TCGA-UF-A71A-06,,TCGA Tumor,HNSC,-5.282773528,2.368114639
TCGA-BM-6198-01,,TCGA Tumor,READ,-6.010437999,-3.757968973
TCGA-ZP-A9D0-01,,TCGA Tumor,LIHC,1.04509553,4.172831465
TCGA-KK-A6E5-01,,TCGA Tumor,PRAD,9.091388192,8.194272448
TCGA-EE-A2A6-06,,TCGA Tumor,SKCM,5.618466821,3.54535215
TCGA-JY-A6FD-01,,TCGA Tumor,ESCA,-6.497750315,0.59798633
TCGA-44-2666-01,,TCGA Tumor,LUAD,-0.06390557,-1.99824674
TCGA-X7-A8M7-01,,TCGA Tumor,THYM,-10.90429643,6.038414408
TCGA-2G-AALZ-01,,TCGA Tumor,TGCT,4.915626493,3.605229546
TCGA-BF-A1PU-01,,TCGA Tumor,SKCM,5.994337526,3.697542359
TCGA-55-7284-01,,TCGA Tumor,LUAD,-3.249088559,-2.735065054
TCGA-BP-4781-01,,TCGA Tumor,KIRC,6.181302514,-5.478709768
TCGA-EO-A3AV-01,,TCGA Tumor,UCEC,1.214853015,6.648157049
TCGA-DJ-A3UO-01,,TCGA Tumor,THCA,11.50939604,-0.01212712
TCGA-06-0747-01,,TCGA Tumor,GBM,1.226455476,-9.885067533
TCGA-DS-A1OC-01,,TCGA Tumor,CESC,-5.795748267,1.534316469
TCGA-DU-7010-01,,TCGA Tumor,LGG,1.532924857,-9.381760191
TCGA-73-4676-01,,TCGA Tumor,LUAD,-0.020539526,-2.970830034
TCGA-D3-A2JE-06,,TCGA Tumor,SKCM,5.191478696,3.523727585
TCGA-55-8616-01,,TCGA Tumor,LUAD,-0.411704275,-2.898851465
TCGA-VD-AA8N-01,,TCGA Tumor,UVM,6.697118249,4.413772513
TCGA-C5-A3HE-01,,TCGA Tumor,CESC,-0.271301422,-3.57986195
TCGA-QH-A6X3-01,,TCGA Tumor,LGG,2.28701004,-10.97182424
TCGA-CR-7386-01,,TCGA Tumor,HNSC,-6.634096179,0.424225051
TCGA-D9-A6EA-06,,TCGA Tumor,SKCM,5.734607187,3.613978554
TCGA-FD-A3B4-01,,TCGA Tumor,BLCA,-6.541862998,0.579341043
TCGA-20-0991-01,,TCGA Tumor,OV,1.73836824,8.49574988
TCGA-DU-8164-01,,TCGA Tumor,LGG,2.985035625,-9.980827879
TCGA-OL-A6VO-01,,TCGA Tumor,BRCA,0.910744634,-1.531511854
TCGA-AC-A23E-01,,TCGA Tumor,BRCA,3.823653188,-1.66437013
TARGET-20-PATJHJ-40,,TCGA Tumor,LAML,-8.386023078,-8.356601309
TCGA-DX-A2J4-01,,TCGA Tumor,SARC,1.275058832,1.225871731
TCGA-CV-6936-01,,TCGA Tumor,HNSC,-6.39111999,0.770737041
TCGA-IN-A6RS-01,,TCGA Tumor,STAD,-5.712274585,-3.59122784
TCGA-30-1853-01,,TCGA Tumor,OV,1.281323996,7.756712366
TCGA-78-7166-01,,TCGA Tumor,LUAD,-1.235265407,-2.258948635
TCGA-LK-A4O5-01,,TCGA Tumor,MESO,-0.153403494,1.537152101
TCGA-BJ-A45K-01,,TCGA Tumor,THCA,11.5645909,0.827634681
TCGA-A2-A0CU-01,,TCGA Tumor,BRCA,5.537827459,-1.628756117
TCGA-83-5908-01,,TCGA Tumor,LUAD,-0.07441971,-2.703639101
TCGA-IG-A6QS-01,,TCGA Tumor,ESCA,-5.427841697,1.188127805
TCGA-MA-AA3W-01,,TCGA Tumor,CESC,-5.752364669,1.607452561
TCGA-50-5049-01,,TCGA Tumor,LUAD,0.043271419,-2.603088211
TCGA-G9-6370-01,,TCGA Tumor,PRAD,9.257813897,8.209771563
TCGA-X7-A8DD-01,,TCGA Tumor,THYM,-10.86809686,6.064733912
TCGA-IG-A7DP-01,,TCGA Tumor,ESCA,-2.691327843,-1.937225412
TCGA-IQ-7631-01,,TCGA Tumor,HNSC,-5.490387473,0.953669478
TCGA-EE-A3J8-06,,TCGA Tumor,SKCM,5.112621274,3.484006096
TCGA-L5-A4OI-01,,TCGA Tumor,ESCA,-4.679285083,-3.544790815
TCGA-D3-A8GS-06,,TCGA Tumor,SKCM,5.783405271,3.471624066
TCGA-55-8506-01,,TCGA Tumor,LUAD,-0.434722516,-2.973708223
TCGA-CN-6012-01,,TCGA Tumor,HNSC,-6.096175704,2.344533135
TCGA-A8-A09W-01,,TCGA Tumor,BRCA,4.603655782,-1.415738653
TCGA-AX-A2IN-01,,TCGA Tumor,UCEC,-1.31651834,-0.710101913
TCGA-29-1707-02,,TCGA Tumor,OV,1.808757391,8.598690439
TCGA-B6-A0IM-01,,TCGA Tumor,BRCA,5.670290437,-1.710617017
TCGA-44-3396-01,,TCGA Tumor,LUAD,-0.035313073,-2.961615394
TCGA-X7-A8M8-01,,TCGA Tumor,THYM,-10.90677217,6.035205771
TCGA-HU-A4GU-01,,TCGA Tumor,STAD,-5.526630435,-3.55676205
TCGA-BP-5010-01,,TCGA Tumor,KIRC,6.27390429,-5.328810762
TCGA-B0-5116-01,,TCGA Tumor,KIRC,6.270880666,-5.576642107
TCGA-RY-A843-01,,TCGA Tumor,LGG,2.833424058,-9.820634436
TCGA-24-2289-01,,TCGA Tumor,OV,1.799734202,7.948272635
TCGA-97-8172-01,,TCGA Tumor,LUAD,-0.37454519,-2.768819164
TCGA-A2-A1FX-01,,TCGA Tumor,BRCA,5.675908056,-1.695384811
TCGA-N5-A59E-01,,TCGA Tumor,UCS,1.423989382,7.150503088
TCGA-A4-7732-01,,TCGA Tumor,KIRP,-0.895855222,7.785206724
TCGA-DU-7014-01,,TCGA Tumor,LGG,3.022629228,-10.59220273
TCGA-BR-4366-01,,TCGA Tumor,STAD,0.617384073,4.025111843
TCGA-BH-A1F0-01,,TCGA Tumor,BRCA,0.922532048,-1.416138004
TCGA-HT-7693-01,,TCGA Tumor,LGG,2.25657424,-10.96261365
TCGA-AC-A5EH-01,,TCGA Tumor,BRCA,4.105633226,-0.904942881
TCGA-F4-6459-01,,TCGA Tumor,COAD,-6.041236434,-3.337369512
TCGA-4Z-AA86-01,,TCGA Tumor,BLCA,-5.302160773,0.717736472
TCGA-JY-A6FH-01,,TCGA Tumor,ESCA,-3.59364346,-3.190512489
TCGA-4V-A9QN-01,,TCGA Tumor,THYM,-5.930683169,1.440278817
TCGA-BP-4161-01,,TCGA Tumor,KIRC,6.226786103,-6.78200538
TCGA-EM-A22J-01,,TCGA Tumor,THCA,11.40057417,0.960302044
TCGA-NG-A4VU-01,,TCGA Tumor,UCS,-3.955086264,6.751235415
TCGA-85-8481-01,,TCGA Tumor,LUSC,-5.533573661,1.294330765
TCGA-B0-5098-01,,TCGA Tumor,KIRC,-0.653945002,7.536580015
TCGA-MK-A84Z-01,,TCGA Tumor,THCA,11.55633208,0.819416989
TCGA-T9-A92H-01,,TCGA Tumor,COAD,-5.696530852,-3.773142885
TARGET-10-PARAKF-04,,TCGA Tumor,Target-ALL,-8.207971129,-8.180979322
TCGA-PR-A5PH-01,,TCGA Tumor,PCPG,-0.021670166,13.04495185
TCGA-50-6597-01,,TCGA Tumor,LUAD,-0.194090459,-3.019871305
TCGA-69-8255-01,,TCGA Tumor,LUAD,0.19560149,3.380560089
TCGA-DD-AACY-01,,TCGA Tumor,LIHC,1.000491228,4.182597567
TARGET-20-PASIEJ-09,,TCGA Tumor,LAML,-5.425333056,-12.38299043
TCGA-DD-AADW-01,,TCGA Tumor,LIHC,0.372910584,3.540805508
TARGET-10-PARNMF-03,,TCGA Tumor,Target-ALL,-8.326359305,-8.289375852
TCGA-EW-A1PD-01,,TCGA Tumor,BRCA,4.884908166,-1.274406265
TCGA-A5-A3LO-01,,TCGA Tumor,UCEC,1.444489327,6.522377421
TCGA-CV-A45Y-01,,TCGA Tumor,HNSC,-6.248323474,0.571374644
TCGA-D8-A1J8-01,,TCGA Tumor,BRCA,5.317788568,-1.429891061
TCGA-AB-2897-03,,TCGA Tumor,LAML,-4.21300653,-11.98478944
TCGA-23-1122-01,,TCGA Tumor,OV,1.459722367,7.924224306
TCGA-3A-A9IZ-01,,TCGA Tumor,PAAD,-2.98427299,-2.604731392
TCGA-37-4141-01,,TCGA Tumor,LUSC,-1.566838536,-0.836103987
TCGA-62-A46U-01,,TCGA Tumor,LUAD,-0.12043837,-3.076603483
TCGA-41-3915-01,,TCGA Tumor,GBM,1.323489096,-9.099484037
TCGA-ED-A459-01,,TCGA Tumor,LIHC,0.808675763,4.037944485
TCGA-HC-A6AO-01,,TCGA Tumor,PRAD,8.413678613,8.234367777
TARGET-30-PAPUNH-01,,TCGA Tumor,NB,2.683801856,12.94104998
TCGA-AR-A24N-01,,TCGA Tumor,BRCA,4.358645168,-1.87388594
TCGA-ED-A7PY-01,,TCGA Tumor,LIHC,0.390502473,3.535876204
TCGA-DX-A6Z0-01,,TCGA Tumor,SARC,1.272816982,1.710828234
TCGA-A4-A48D-01,,TCGA Tumor,KIRP,-0.756645951,7.50121348
TCGA-4Z-AA7O-01,,TCGA Tumor,BLCA,-3.750888858,0.169702012
TCGA-3B-A9HY-01,,TCGA Tumor,SARC,1.968423214,1.584248711
TCGA-D3-A1Q4-06,,TCGA Tumor,SKCM,4.995449987,3.408964564
TARGET-10-PARAKF-09,,TCGA Tumor,Target-ALL,-8.340466056,-8.367289137
TCGA-FY-A3I5-01,,TCGA Tumor,THCA,11.44501254,0.919639338
TCGA-AB-2879-03,,TCGA Tumor,LAML,-4.81638864,-11.49444253
TCGA-G9-6366-01,,TCGA Tumor,PRAD,8.071859327,8.620153834
TCGA-FB-AAQ2-01,,TCGA Tumor,PAAD,-2.95060328,-2.366167616
TCGA-60-2715-01,,TCGA Tumor,LUSC,-5.397789511,0.721812118
TCGA-34-5232-01,,TCGA Tumor,LUSC,-5.749806914,2.324120928
TCGA-AQ-A1H3-01,,TCGA Tumor,BRCA,4.667312112,-1.511918019
TCGA-2G-AAFN-01,,TCGA Tumor,TGCT,-1.699318442,5.198129584
TCGA-BP-4771-01,,TCGA Tumor,KIRC,5.954853025,-6.286173414
TARGET-30-PARDIW-01,,TCGA Tumor,NB,2.722694841,12.97633975
TCGA-J8-A3YG-01,,TCGA Tumor,THCA,10.9830651,-0.291800122
TCGA-VQ-A91E-01,,TCGA Tumor,STAD,-3.83026937,-3.699853014
TCGA-28-5220-01,,TCGA Tumor,GBM,1.306692269,-9.988915991
TCGA-57-1584-01,,TCGA Tumor,OV,1.780420985,8.507578303
TCGA-AB-2886-03,,TCGA Tumor,LAML,-4.671556983,-11.4309488
TCGA-CC-A3M9-01,,TCGA Tumor,LIHC,1.051271227,1.061649014
TCGA-77-A5GA-01,,TCGA Tumor,LUSC,-5.290225539,2.405480076
TCGA-25-1623-01,,TCGA Tumor,OV,1.422113385,7.8319587
TCGA-29-1774-01,,TCGA Tumor,OV,1.266585496,7.722494532
TCGA-AR-A24K-01,,TCGA Tumor,BRCA,4.716588941,-1.048495363
TCGA-NF-A4WU-01,,TCGA Tumor,UCS,1.346250084,6.962391783
TCGA-58-8388-01,,TCGA Tumor,LUSC,-5.311492476,0.755881954
TCGA-IB-A7LX-01,,TCGA Tumor,PAAD,-3.310637269,-2.320396494
TCGA-DD-A1EH-01,,TCGA Tumor,LIHC,0.363408916,3.508026529
TARGET-10-PARTJL-09,,TCGA Tumor,Target-ALL,-8.173018012,-8.141690801
TCGA-ER-A2NE-06,,TCGA Tumor,SKCM,6.013150182,3.652402092
TCGA-97-8176-01,,TCGA Tumor,LUAD,-1.26379684,-2.217439483
TCGA-K4-A6FZ-01,,TCGA Tumor,BLCA,-3.966663394,0.109458335
TCGA-ET-A3DR-01,,TCGA Tumor,THCA,11.50917765,0.118043762
TCGA-ET-A25I-01,,TCGA Tumor,THCA,11.38221499,0.960968305
TCGA-AB-2983-03,,TCGA Tumor,LAML,-4.92830852,-11.49832303
TCGA-AR-A2LQ-01,,TCGA Tumor,BRCA,3.000176635,-1.182187985
TCGA-AB-2871-03,,TCGA Tumor,LAML,-4.974082503,-11.51896531
TCGA-B8-A54H-01,,TCGA Tumor,KIRC,6.405498471,-6.63297851
TCGA-A2-A0EP-01,,TCGA Tumor,BRCA,4.042325464,-0.942881237
TCGA-A6-5657-01,,TCGA Tumor,COAD,-5.080405268,-3.185741495
TCGA-BT-A2LB-01,,TCGA Tumor,BLCA,-3.749822173,0.113330473
TCGA-GV-A3QF-01,,TCGA Tumor,BLCA,-3.629548106,-0.012782696
TCGA-29-2414-02,,TCGA Tumor,OV,1.350850013,7.917025019
TCGA-DX-A8BU-01,,TCGA Tumor,SARC,-3.959736857,6.751747061
TCGA-C5-A7UE-01,,TCGA Tumor,CESC,-6.13293365,2.197325874
TCGA-86-8358-01,,TCGA Tumor,LUAD,-1.273846183,-0.657931935
TCGA-V4-A9F3-01,,TCGA Tumor,UVM,6.698173013,4.412529875
TCGA-3H-AB3M-01,,TCGA Tumor,MESO,-0.120689127,1.507697512
TCGA-DX-A6YT-01,,TCGA Tumor,SARC,1.285898712,1.666095544
TCGA-44-3918-01,,TCGA Tumor,LUAD,-0.036079052,-2.033161949
TCGA-D5-6929-01,,TCGA Tumor,COAD,-6.093533072,-3.595306944
TCGA-24-1843-01,,TCGA Tumor,OV,2.014128413,8.226915766
TCGA-BH-A0H3-01,,TCGA Tumor,BRCA,4.050746885,-1.774738621
TCGA-3K-AAZ8-01,,TCGA Tumor,LIHC,1.158440855,4.048450638
TCGA-FF-8047-01,,TCGA Tumor,DLBC,-8.565551314,6.921947886
TCGA-E7-A7DV-01,,TCGA Tumor,BLCA,0.07489213,0.830013086
TCGA-LN-A9FQ-01,,TCGA Tumor,ESCA,-5.415083442,2.130927492
TCGA-5P-A9K9-01,,TCGA Tumor,KIRP,5.575808015,-5.188381742
TCGA-KN-8430-01,,TCGA Tumor,KICH,-3.583350215,5.126988817
TCGA-V4-A9EL-01,,TCGA Tumor,UVM,6.724636045,4.43666165
TCGA-CC-A8HU-01,,TCGA Tumor,LIHC,0.318619457,3.474807669
TCGA-05-4415-01,,TCGA Tumor,LUAD,-1.415501628,-2.087744545
TCGA-B6-A40C-01,,TCGA Tumor,BRCA,4.697289434,-1.572819661
TCGA-2Y-A9H0-01,,TCGA Tumor,LIHC,0.823296961,4.0862283
TCGA-HT-7472-01,,TCGA Tumor,LGG,2.312620607,-10.90527875
TCGA-D5-6930-01,,TCGA Tumor,COAD,-5.046077761,-3.709129881
TCGA-BJ-A2N7-01,,TCGA Tumor,THCA,11.47399661,0.915497113
TCGA-3A-A9IV-01,,TCGA Tumor,PAAD,-1.280497346,-0.662725757
TCGA-14-0817-01,,TCGA Tumor,GBM,1.253609266,-9.290862631
TCGA-BS-A0V7-01,,TCGA Tumor,UCEC,0.364663411,-0.5356207
TCGA-CJ-4908-01,,TCGA Tumor,KIRC,6.290086713,-6.167460035
TCGA-VS-A9UL-01,,TCGA Tumor,CESC,-0.399654124,-2.289735864
TCGA-EE-A2M7-06,,TCGA Tumor,SKCM,4.991289582,3.399277855
TARGET-20-PARUNX-04,,TCGA Tumor,LAML,-5.00085691,-11.55042989
TCGA-BP-4158-01,,TCGA Tumor,KIRC,6.182819333,-6.802518915
TARGET-20-PARUNX-09,,TCGA Tumor,LAML,-5.483899627,-12.40264375
TCGA-DD-AADD-01,,TCGA Tumor,LIHC,0.335866694,3.523225952
TCGA-SR-A6MZ-01,,TCGA Tumor,PCPG,-0.038966838,13.07824748
TCGA-S4-A8RP-01,,TCGA Tumor,PAAD,-2.889805827,-2.516828369
TCGA-EW-A6SC-01,,TCGA Tumor,BRCA,4.712714639,-1.650043796
TCGA-BQ-7055-01,,TCGA Tumor,KIRP,-3.547699246,5.104082991
TCGA-IN-A6RR-01,,TCGA Tumor,STAD,-3.843678031,-3.681267332
TCGA-BR-6452-01,,TCGA Tumor,STAD,-3.826452765,-3.684930872
TCGA-R5-A7ZF-01,,TCGA Tumor,STAD,-3.986048732,-2.362013887
TCGA-CV-A464-01,,TCGA Tumor,HNSC,-6.632974181,0.527467538
TCGA-IA-A40U-01,,TCGA Tumor,KIRP,-0.875892911,7.700334479
TCGA-BP-5176-01,,TCGA Tumor,KIRC,6.247057882,-6.811066221
TCGA-78-7161-01,,TCGA Tumor,LUAD,-0.827747497,-2.222762178
TCGA-EO-A3AU-01,,TCGA Tumor,UCEC,-6.248800311,1.317919065
TARGET-10-PANXDR-09,,TCGA Tumor,Target-ALL,-8.375125441,-8.332160543
TCGA-DD-A4NF-01,,TCGA Tumor,LIHC,1.335456875,3.870812584
TCGA-06-5408-01,,TCGA Tumor,GBM,1.24802449,-9.907101225
TCGA-DV-5567-01,,TCGA Tumor,KIRC,0.908104744,6.591958452
TCGA-XJ-A9DI-01,,TCGA Tumor,PRAD,8.794415918,8.1789984
TCGA-25-1632-01,,TCGA Tumor,OV,1.482221093,7.849151064
TCGA-29-1770-01,,TCGA Tumor,OV,1.464539733,7.883153368
TCGA-29-1770-02,,TCGA Tumor,OV,1.568386283,7.987268854
TCGA-B8-5163-01,,TCGA Tumor,KIRC,6.195915189,-5.340177606
TCGA-EJ-5519-01,,TCGA Tumor,PRAD,7.959137407,8.786531855
TCGA-DD-A1EL-01,,TCGA Tumor,LIHC,0.675698307,3.681192089
TCGA-DK-A6AW-01,,TCGA Tumor,BLCA,1.211902406,6.515116144
TCGA-EI-6885-01,,TCGA Tumor,READ,-5.461273227,-2.52142794
TCGA-BR-A4J5-01,,TCGA Tumor,STAD,-2.81977633,-1.954308103
TCGA-18-3407-01,,TCGA Tumor,LUSC,-5.293268714,2.378832985
TCGA-FD-A62O-01,,TCGA Tumor,BLCA,-3.663266692,0.08266973
TCGA-VS-A9UO-01,,TCGA Tumor,CESC,-3.306688819,-2.941602062
TCGA-BR-6802-01,,TCGA Tumor,STAD,-4.101959262,-2.868884634
TCGA-DB-A4XG-01,,TCGA Tumor,LGG,2.980987277,-9.981383871
TCGA-DT-5265-01,,TCGA Tumor,READ,-5.063411269,-3.195145677
TCGA-24-1544-01,,TCGA Tumor,OV,1.325522926,7.785395075
TCGA-CJ-4907-01,,TCGA Tumor,KIRC,6.2220225,-5.714663099
TCGA-A4-7584-01,,TCGA Tumor,KIRP,-0.933946404,7.74454825
TCGA-G7-A8LB-01,,TCGA Tumor,KIRP,-0.874555025,7.736616064
TCGA-AB-2999-03,,TCGA Tumor,LAML,-4.176976714,-12.05443437
TCGA-C5-A8XJ-01,,TCGA Tumor,CESC,-5.41571239,1.504681636
TCGA-QL-A97D-01,,TCGA Tumor,COAD,-5.653855357,-3.583202671
TCGA-E2-A1IF-01,,TCGA Tumor,BRCA,4.369501796,-1.439329575
TCGA-HT-A5RC-01,,TCGA Tumor,LGG,1.388139751,-10.01631696
TCGA-AO-A0JE-01,,TCGA Tumor,BRCA,4.120387283,-0.961369466
TCGA-S3-AA11-01,,TCGA Tumor,BRCA,5.419780698,-1.417172145
TARGET-10-PAPHMH-09,,TCGA Tumor,Target-ALL,-8.201451812,-8.168885778
TCGA-JY-A93D-01,,TCGA Tumor,ESCA,-3.903465304,-3.662997078
TCGA-CJ-4912-01,,TCGA Tumor,KIRC,6.296552625,-5.500287126
TCGA-24-1849-01,,TCGA Tumor,OV,1.968710509,8.17336886
TCGA-ER-A19T-01,,TCGA Tumor,SKCM,6.471345868,4.178412367
TCGA-ER-A19T-06,,TCGA Tumor,SKCM,6.139152017,3.772886921
TCGA-FU-A3NI-01,,TCGA Tumor,CESC,-5.457671675,1.59757774
TCGA-EA-A439-01,,TCGA Tumor,CESC,-0.647404823,-2.082397531
TCGA-BF-AAOU-01,,TCGA Tumor,SKCM,5.620170083,3.430050541
TARGET-30-PAPKWN-01,,TCGA Tumor,NB,2.692766156,12.91381018
TCGA-23-1111-01,,TCGA Tumor,OV,1.6747013,7.968448092
TCGA-EO-A22Y-01,,TCGA Tumor,UCEC,1.456751909,6.517217566
TCGA-49-4507-01,,TCGA Tumor,LUAD,-1.160948787,-1.981421064
TCGA-HF-7133-01,,TCGA Tumor,STAD,-3.413372073,-3.064672064
TARGET-30-PAUDDK-02,,TCGA Tumor,NB,2.659699884,12.91436999
TARGET-30-PAUDDK-01,,TCGA Tumor,NB,2.639859405,12.86973708
TCGA-3X-AAVE-01,,TCGA Tumor,CHOL,-0.116912517,3.017128636
TCGA-B0-4699-01,,TCGA Tumor,KIRC,-3.59728888,5.068433214
TARGET-10-PAPNFY-03,,TCGA Tumor,Target-ALL,-8.260437522,-8.220465254
TCGA-KR-A7K0-01,,TCGA Tumor,LIHC,1.326367405,3.858101298
TCGA-X9-A973-01,,TCGA Tumor,SARC,1.037469652,0.814747382
TCGA-FE-A230-01,,TCGA Tumor,THCA,10.99009749,-0.463326465
TCGA-VM-A8C8-01,,TCGA Tumor,LGG,2.380607095,-10.59309251
TCGA-56-8504-01,,TCGA Tumor,LUSC,-6.012060199,2.408569742
TCGA-KN-8426-01,,TCGA Tumor,KICH,-3.51613811,5.056391646
TCGA-55-8621-01,,TCGA Tumor,LUAD,-0.395058367,-2.836425136
TARGET-30-PAMZMG-01,,TCGA Tumor,NB,2.531451907,12.78126662
TCGA-RQ-A68N-01,,TCGA Tumor,DLBC,-8.574278388,6.928536345
TCGA-LA-A446-01,,TCGA Tumor,LUSC,-5.582106147,2.407002617
TCGA-4V-A9QJ-01,,TCGA Tumor,THYM,-10.98723463,5.958759237
TCGA-D8-A27I-01,,TCGA Tumor,BRCA,4.502921548,-1.69418795
