,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
TCGA-V1-A9O5-06,,TCGA Tumor,PRAD,9.308758226,8.019678045
TCGA-V1-A9O5-01,,TCGA Tumor,PRAD,9.322739091,8.02821057
TCGA-BH-A18N-01,,TCGA Tumor,BRCA,5.455026117,-1.521016787
TCGA-B6-A0RO-01,,TCGA Tumor,BRCA,4.693222013,-1.279003571
TCGA-A3-A6NI-01,,TCGA Tumor,KIRC,6.107410875,-5.796120237
TCGA-EL-A4K4-01,,TCGA Tumor,THCA,11.02346369,-0.345196973
TCGA-ZG-A9LZ-01,,TCGA Tumor,PRAD,7.861338105,9.014347483
TCGA-DJ-A1QN-01,,TCGA Tumor,THCA,11.06412455,-0.459147166
TCGA-CJ-4884-01,,TCGA Tumor,KIRC,5.99270865,-6.256545614
TCGA-KM-8441-01,,TCGA Tumor,KICH,-3.490033421,5.050284792
TCGA-25-1323-01,,TCGA Tumor,OV,1.466374483,7.857245852
TCGA-D8-A27R-01,,TCGA Tumor,BRCA,5.563323465,-1.723074387
TCGA-14-1402-02,,TCGA Tumor,GBM,1.2595835,-9.393597196
TCGA-2G-AALQ-01,,TCGA Tumor,TGCT,-4.873702082,-1.876937221
TCGA-44-7667-01,,TCGA Tumor,LUAD,-0.896806631,-1.795283626
TCGA-DX-A23Z-01,,TCGA Tumor,SARC,1.444926467,1.23978727
TCGA-B9-5155-01,,TCGA Tumor,KIRP,-0.850682411,7.65216725
TCGA-AO-A0J9-01,,TCGA Tumor,BRCA,3.320287671,-1.291093301
TCGA-EA-A43B-01,,TCGA Tumor,CESC,-5.287550006,0.719015289
TCGA-P5-A5EZ-01,,TCGA Tumor,LGG,2.277397361,-10.93006761
TCGA-P4-A5E6-01,,TCGA Tumor,KIRP,-0.850542102,7.669411589
TCGA-SX-A71W-01,,TCGA Tumor,KIRP,-0.864377293,7.699464728
TCGA-38-4629-01,,TCGA Tumor,LUAD,0.079792168,-2.523569893
TCGA-75-6212-01,,TCGA Tumor,LUAD,-0.172484133,-2.67008264
TCGA-A6-6780-01,,TCGA Tumor,COAD,-4.65479568,-3.314244579
TCGA-QK-A8ZB-01,,TCGA Tumor,HNSC,-6.576936755,0.532338459
TCGA-TS-A8AV-01,,TCGA Tumor,MESO,-0.015830073,1.413398791
TCGA-CM-6677-01,,TCGA Tumor,COAD,-6.079267058,-3.744951795
TCGA-CN-6011-01,,TCGA Tumor,HNSC,-6.621620211,0.524248381
TCGA-E9-A1NA-01,,TCGA Tumor,BRCA,5.587542501,-1.695934128
TCGA-MG-AAMC-01,,TCGA Tumor,PRAD,7.7099013,9.208558489
TCGA-ZB-A96D-01,,TCGA Tumor,THYM,-10.9432731,5.971126486
TCGA-ZU-A8S4-01,,TCGA Tumor,CHOL,-0.121353659,3.01069491
TCGA-DD-A3A8-01,,TCGA Tumor,LIHC,1.331545022,3.862351109
TCGA-B0-4713-01,,TCGA Tumor,KIRC,5.94550797,-5.861944269
TCGA-E2-A1IJ-01,,TCGA Tumor,BRCA,4.664623704,-1.544159125
TCGA-13-1408-01,,TCGA Tumor,OV,1.325779584,7.69627421
TCGA-FS-A1ZA-06,,TCGA Tumor,SKCM,5.063983884,3.41763847
TCGA-86-8281-01,,TCGA Tumor,LUAD,-1.191371116,-2.281199287
TCGA-25-1877-01,,TCGA Tumor,OV,1.217569854,7.724936415
TCGA-BP-4337-01,,TCGA Tumor,KIRC,6.220311132,-5.354595255
TCGA-B7-5818-01,,TCGA Tumor,STAD,-3.598219428,-3.160031628
TCGA-3G-AB19-01,,TCGA Tumor,THYM,-11.06926588,5.884039808
TCGA-BJ-A28Z-01,,TCGA Tumor,THCA,10.91661021,-0.253776323
TCGA-B9-A69E-01,,TCGA Tumor,KIRP,5.632533517,-5.208001684
TCGA-W3-A825-06,,TCGA Tumor,SKCM,4.964962926,3.404228617
TCGA-4A-A93X-01,,TCGA Tumor,KIRP,5.573109594,-5.191181253
TCGA-S9-A89Z-01,,TCGA Tumor,LGG,2.21277031,-10.95497758
TCGA-UB-A7MD-01,,TCGA Tumor,LIHC,1.059824016,4.108770777
TARGET-30-PANJLH-01,,TCGA Tumor,NB,2.626283851,12.8775801
TCGA-EM-A3AQ-01,,TCGA Tumor,THCA,11.59882018,0.134024535
TCGA-NC-A5HG-01,,TCGA Tumor,LUSC,-6.080274138,2.036435891
TCGA-B0-4814-01,,TCGA Tumor,KIRC,6.270657506,-6.848441671
TCGA-N9-A4PZ-01,,TCGA Tumor,UCS,1.629915443,7.746186186
TCGA-BH-A209-01,,TCGA Tumor,BRCA,4.078757014,-1.591715645
TCGA-ET-A25R-01,,TCGA Tumor,THCA,11.01047083,-0.487533103
TCGA-IM-A3U3-01,,TCGA Tumor,THCA,11.06720873,-0.539757203
TCGA-EM-A22N-01,,TCGA Tumor,THCA,11.34096476,0.98721676
TCGA-DA-A3F2-06,,TCGA Tumor,SKCM,1.214873877,1.092394997
TCGA-S9-A6TZ-01,,TCGA Tumor,LGG,2.37982842,-10.58710439
TCGA-FG-5963-01,,TCGA Tumor,LGG,1.420863595,-9.091538023
TCGA-IF-A3RQ-01,,TCGA Tumor,SARC,1.38471308,1.555053044
TCGA-FG-5963-02,,TCGA Tumor,LGG,1.572170344,-9.17740209
TCGA-DY-A1DE-01,,TCGA Tumor,READ,-6.157375369,-3.714732956
TCGA-OR-A5JR-01,,TCGA Tumor,ACC,-3.471385035,-8.620698522
TCGA-EM-A2CS-06,,TCGA Tumor,THCA,11.61211249,0.108878043
TCGA-E2-A1AZ-01,,TCGA Tumor,BRCA,0.2037162,-1.864830922
TCGA-V4-A9EU-01,,TCGA Tumor,UVM,6.734681096,4.444694449
TCGA-EM-A2CS-01,,TCGA Tumor,THCA,11.57535121,0.10417942
TCGA-X6-A7WC-01,,TCGA Tumor,SARC,1.292090979,1.24803095
TCGA-CG-4460-01,,TCGA Tumor,STAD,-4.154365573,-3.361547064
TCGA-KK-A7AV-01,,TCGA Tumor,PRAD,9.285879579,8.054830004
TCGA-13-0727-01,,TCGA Tumor,OV,1.319719162,7.851061751
TCGA-AN-A0FK-01,,TCGA Tumor,BRCA,4.574672189,-1.226451944
TCGA-56-A4ZJ-01,,TCGA Tumor,LUSC,-5.75476459,0.970993866
TCGA-EE-A2MH-06,,TCGA Tumor,SKCM,5.252122846,3.636727501
TCGA-44-6148-01,,TCGA Tumor,LUAD,-0.59830657,-2.565320085
TCGA-VQ-A8PD-01,,TCGA Tumor,STAD,-4.195648227,-3.644054722
TCGA-BR-8590-01,,TCGA Tumor,STAD,-3.787066493,-3.713133406
TCGA-BA-6873-01,,TCGA Tumor,HNSC,-6.827228579,0.723434974
TCGA-ET-A4KN-01,,TCGA Tumor,THCA,11.04770896,-0.470832359
TCGA-HT-A61A-01,,TCGA Tumor,LGG,2.804366555,-9.716471266
TCGA-HZ-8005-01,,TCGA Tumor,PAAD,-3.178638491,-2.452192377
TCGA-S9-A7IQ-01,,TCGA Tumor,LGG,2.79797956,-9.70980699
TCGA-EJ-5498-01,,TCGA Tumor,PRAD,7.715263334,9.211071421
TCGA-DO-A2HM-01,,TCGA Tumor,THCA,10.93379065,-0.376927238
TCGA-2H-A9GO-01,,TCGA Tumor,ESCA,-4.01249269,-3.645221065
TCGA-FP-8211-01,,TCGA Tumor,STAD,-3.352095637,-3.020990204
TCGA-D3-A8GN-06,,TCGA Tumor,SKCM,5.312802758,3.604031969
TCGA-S9-A89V-01,,TCGA Tumor,LGG,1.415476289,-9.083076071
TARGET-50-PAJMXF-01,,TCGA Tumor,WT,-4.634768519,7.767656733
TCGA-V4-A9ET-01,,TCGA Tumor,UVM,6.702738252,4.418687273
TCGA-G3-AAV4-01,,TCGA Tumor,LIHC,1.343012836,3.882932354
TCGA-2Y-A9GZ-01,,TCGA Tumor,LIHC,0.91576561,4.239286352
TARGET-30-PARZHA-01,,TCGA Tumor,NB,2.671400991,12.92354624
TCGA-A2-A0YI-01,,TCGA Tumor,BRCA,4.336341109,-1.344626616
TCGA-EJ-7315-01,,TCGA Tumor,PRAD,7.882112947,8.916061808
TCGA-DK-AA6M-01,,TCGA Tumor,BLCA,-5.301349673,0.769992162
TCGA-DB-A64W-01,,TCGA Tumor,LGG,2.809169498,-9.725760053
TCGA-B0-5097-01,,TCGA Tumor,KIRC,6.184330907,-5.283251833
TCGA-V1-A9OY-01,,TCGA Tumor,PRAD,7.747746434,9.175424029
TCGA-CV-7433-01,,TCGA Tumor,HNSC,-6.366372618,0.646667172
TCGA-FG-A4MX-01,,TCGA Tumor,LGG,2.329540696,-10.94978197
TCGA-CF-A47Y-01,,TCGA Tumor,BLCA,-3.678000006,0.164851439
TCGA-EJ-AB27-01,,TCGA Tumor,PRAD,9.260849443,8.198197771
TARGET-10-PANRWG-09,,TCGA Tumor,Target-ALL,-8.408785376,-8.361853193
TCGA-D8-A1XO-01,,TCGA Tumor,BRCA,4.293482032,-1.536189269
TCGA-EE-A2M6-06,,TCGA Tumor,SKCM,5.261142221,3.509154965
TCGA-P5-A72Z-01,,TCGA Tumor,LGG,3.134092059,-10.53219755
TCGA-HT-8114-01,,TCGA Tumor,LGG,2.274123755,-10.97762353
TCGA-ER-A19C-06,,TCGA Tumor,SKCM,5.926243749,3.499717165
TCGA-34-A5IX-01,,TCGA Tumor,LUSC,-5.865687403,0.965323795
TCGA-HC-7747-01,,TCGA Tumor,PRAD,7.85273644,9.027997423
TARGET-30-PAPVEB-04,,TCGA Tumor,NB,2.64655849,12.89680522
TCGA-06-2563-01,,TCGA Tumor,GBM,1.368356433,-9.437546324
TCGA-D7-6817-01,,TCGA Tumor,STAD,-3.725590262,-3.573927473
TCGA-BT-A3PH-01,,TCGA Tumor,BLCA,-3.596017155,-0.033560257
TCGA-AB-2929-03,,TCGA Tumor,LAML,-5.029243979,-11.55249364
TCGA-EO-A3KU-01,,TCGA Tumor,UCEC,1.254646864,6.716086794
TCGA-DX-A48U-01,,TCGA Tumor,SARC,1.963178482,1.545745898
TCGA-F7-A620-01,,TCGA Tumor,HNSC,-6.828825507,0.687027324
TCGA-CZ-4858-01,,TCGA Tumor,KIRC,6.13865849,-5.343957018
TCGA-S7-A7WQ-01,,TCGA Tumor,PCPG,0.233247783,12.79005854
TCGA-23-1107-01,,TCGA Tumor,OV,1.835356083,8.324575831
TCGA-EL-A3D5-01,,TCGA Tumor,THCA,11.59534308,0.779227067
TCGA-LN-A4A1-01,,TCGA Tumor,ESCA,-6.579826865,0.50635593
TARGET-20-PANAEV-09,,TCGA Tumor,LAML,-5.484212909,-12.43797166
TCGA-AZ-6607-01,,TCGA Tumor,COAD,-3.419861111,-2.402899574
TCGA-B0-4945-01,,TCGA Tumor,KIRC,6.358276334,-6.619999956
TCGA-CC-A9FS-01,,TCGA Tumor,LIHC,0.339906402,3.511046578
TCGA-G3-A7M6-01,,TCGA Tumor,LIHC,0.211778012,3.415798594
TCGA-AR-A0TT-01,,TCGA Tumor,BRCA,5.607199636,-1.696234893
TCGA-UF-A7JD-01,,TCGA Tumor,HNSC,-6.052004847,0.319311817
TCGA-A8-A0A4-01,,TCGA Tumor,BRCA,3.942981448,-1.663396667
TCGA-HU-A4G6-01,,TCGA Tumor,STAD,-3.905753646,-3.546992134
TCGA-L5-A43H-01,,TCGA Tumor,ESCA,-5.415728602,2.258896042
TCGA-CX-A4AQ-01,,TCGA Tumor,HNSC,-5.228592429,0.920308698
TCGA-CH-5743-01,,TCGA Tumor,PRAD,9.204634156,8.142850329
TCGA-ET-A2MY-01,,TCGA Tumor,THCA,11.00694319,-0.552158009
TCGA-N9-A4Q7-01,,TCGA Tumor,UCS,0.330027867,-1.514169763
TCGA-HZ-A9TJ-01,,TCGA Tumor,PAAD,-3.233753714,-2.72329409
TCGA-AS-3778-01,,TCGA Tumor,KIRC,6.146356073,-5.968817781
TCGA-58-8387-01,,TCGA Tumor,LUSC,-5.329243216,1.464024473
TCGA-E2-A576-01,,TCGA Tumor,BRCA,4.037868705,-1.789914321
TCGA-XU-AAXY-01,,TCGA Tumor,THYM,-10.9499946,5.998697687
TCGA-97-8179-01,,TCGA Tumor,LUAD,-0.644365701,-2.831846308
TCGA-EK-A2RL-01,,TCGA Tumor,CESC,-3.286240849,-2.786729406
TCGA-AC-A8OS-01,,TCGA Tumor,BRCA,3.903579202,-1.662453245
TCGA-CF-A3MH-01,,TCGA Tumor,BLCA,-3.686142001,0.134481673
TCGA-XU-AAY1-01,,TCGA Tumor,THYM,-10.85710004,6.067860533
TCGA-FC-A5OB-01,,TCGA Tumor,PRAD,8.403253999,8.251713205
TCGA-15-1444-01,,TCGA Tumor,GBM,2.108921375,-10.70541532
TCGA-24-2271-01,,TCGA Tumor,OV,1.706263271,8.330924441
TCGA-BR-A4IZ-01,,TCGA Tumor,STAD,-1.650155339,-1.890942644
TCGA-32-4213-01,,TCGA Tumor,GBM,1.283539918,-9.027683805
TCGA-WB-A822-01,,TCGA Tumor,PCPG,0.307183173,12.71912234
TCGA-AB-2936-03,,TCGA Tumor,LAML,-4.972092185,-11.5195585
TCGA-HT-7881-01,,TCGA Tumor,LGG,2.837759223,-9.763233732
TARGET-10-PAPDKJ-09,,TCGA Tumor,Target-ALL,-8.375959906,-8.33350427
TCGA-QT-A5XO-01,,TCGA Tumor,PCPG,0.036597815,13.00085871
TCGA-T3-A92N-01,,TCGA Tumor,HNSC,-5.781960521,1.09551685
TCGA-WE-A8K1-06,,TCGA Tumor,SKCM,5.94161984,3.604005028
TCGA-EE-A2GD-06,,TCGA Tumor,SKCM,5.159208741,3.462498594
TCGA-BP-4963-01,,TCGA Tumor,KIRC,6.231944051,-6.773972105
TCGA-DD-A39Z-01,,TCGA Tumor,LIHC,0.768608597,3.787168671
TCGA-W5-AA2T-01,,TCGA Tumor,CHOL,-0.104853902,3.02828591
TCGA-CN-A49C-01,,TCGA Tumor,HNSC,-6.095040831,2.271617342
TCGA-DE-A4MB-01,,TCGA Tumor,THCA,10.97586104,-0.330072026
TCGA-21-5786-01,,TCGA Tumor,LUSC,-5.684632811,1.280611921
TCGA-EL-A3GZ-01,,TCGA Tumor,THCA,11.51410624,-0.009657491
TCGA-CH-5762-01,,TCGA Tumor,PRAD,8.470993486,8.255136896
TCGA-RC-A6M5-01,,TCGA Tumor,LIHC,1.017934647,4.164563109
TCGA-EK-A3GM-01,,TCGA Tumor,CESC,-3.78507236,-3.393591474
TCGA-D8-A1X7-01,,TCGA Tumor,BRCA,4.115678754,-1.420373033
TCGA-BR-4357-01,,TCGA Tumor,STAD,-3.693156276,-2.99049313
TCGA-CF-A27C-01,,TCGA Tumor,BLCA,-3.6992102,0.124804508
TCGA-2G-AAG7-01,,TCGA Tumor,TGCT,-1.691936049,5.190543104
TCGA-5C-A9VG-01,,TCGA Tumor,LIHC,0.346652255,3.497900654
TCGA-94-8490-01,,TCGA Tumor,LUSC,-6.070966754,2.407456089
TCGA-06-0187-01,,TCGA Tumor,GBM,1.394482699,-9.333928655
TCGA-BT-A2LA-01,,TCGA Tumor,BLCA,-1.252937112,-0.618865501
TCGA-J9-A52D-01,,TCGA Tumor,PRAD,8.357389894,8.303313662
TCGA-19-1390-01,,TCGA Tumor,GBM,1.953542795,-9.837096762
TCGA-29-2428-01,,TCGA Tumor,OV,1.528862801,7.838143278
TCGA-BK-A0CC-01,,TCGA Tumor,UCEC,-4.526960406,-3.270326446
TCGA-QH-A65V-01,,TCGA Tumor,LGG,2.969123092,-10.54632909
TCGA-60-2725-01,,TCGA Tumor,LUSC,-5.349571261,0.883940328
TCGA-SR-A6MR-01,,TCGA Tumor,PCPG,0.20905703,12.81714194
TCGA-AC-A2FM-01,,TCGA Tumor,BRCA,5.535162416,-1.621608924
TCGA-BP-4789-01,,TCGA Tumor,KIRC,6.342145887,-5.865122389
TCGA-VS-A9UC-01,,TCGA Tumor,CESC,-6.397710357,1.714483906
TCGA-RT-A6YA-01,,TCGA Tumor,PCPG,0.228886452,12.79701846
TCGA-G4-6322-01,,TCGA Tumor,COAD,-4.991172824,-3.721839737
TCGA-DD-AADK-01,,TCGA Tumor,LIHC,0.648677942,3.695711304
TCGA-FB-AAPY-01,,TCGA Tumor,PAAD,-2.917582068,-2.599321913
TCGA-G2-AA3F-01,,TCGA Tumor,BLCA,-3.580007825,-0.208806675
TCGA-85-7697-01,,TCGA Tumor,LUSC,-6.101998839,2.274625231
TCGA-DM-A28H-01,,TCGA Tumor,COAD,-6.141532931,-3.702557396
TARGET-20-PAEIKD-04,,TCGA Tumor,LAML,-3.856328044,-12.36821706
TARGET-30-PAPBGH-01,,TCGA Tumor,NB,2.643204417,12.89108889
TCGA-EL-A3GY-01,,TCGA Tumor,THCA,11.14831301,-0.324379842
TCGA-ET-A3BU-01,,TCGA Tumor,THCA,11.46424624,-0.061516251
TCGA-G3-A5SL-01,,TCGA Tumor,LIHC,1.334449198,3.838805128
TCGA-CN-6995-01,,TCGA Tumor,HNSC,-6.500442061,1.036739577
TCGA-E1-5303-01,,TCGA Tumor,LGG,2.235709872,-10.78277166
TCGA-FD-A5BZ-01,,TCGA Tumor,BLCA,-3.880252871,-0.659122537
TCGA-ER-A19H-06,,TCGA Tumor,SKCM,5.34690949,3.650992323
TCGA-ZM-AA06-01,,TCGA Tumor,TGCT,-1.692620549,5.192701746
TCGA-S9-A7QX-01,,TCGA Tumor,LGG,2.275052633,-11.00581796
TCGA-3H-AB3L-01,,TCGA Tumor,MESO,-0.146795366,1.532062341
TCGA-N9-A4Q3-01,,TCGA Tumor,UCS,0.867841598,6.952917029
TCGA-Z6-A8JE-01,,TCGA Tumor,ESCA,-5.359138045,1.157837917
TCGA-IB-AAUO-01,,TCGA Tumor,PAAD,-3.162332806,-2.708087276
TCGA-CD-A4MH-01,,TCGA Tumor,STAD,-4.910418067,-1.955206465
TCGA-DC-5869-01,,TCGA Tumor,READ,-6.036083255,-3.72801597
TCGA-HW-7495-01,,TCGA Tumor,LGG,2.824644771,-9.752947401
TCGA-S7-A7X2-01,,TCGA Tumor,PCPG,-0.03429288,13.07354109
TCGA-KS-A41L-01,,TCGA Tumor,THCA,11.54702326,0.825672735
TCGA-44-7669-01,,TCGA Tumor,LUAD,-1.173927698,-1.063391398
TCGA-A6-A565-01,,TCGA Tumor,COAD,-5.496739898,-3.694371532
TCGA-FP-8631-01,,TCGA Tumor,STAD,-3.224801097,-2.860806059
TCGA-25-1320-01,,TCGA Tumor,OV,1.508871761,7.740168501
TCGA-E9-A1NF-01,,TCGA Tumor,BRCA,3.352545705,-1.283074926
TCGA-UF-A7JO-01,,TCGA Tumor,HNSC,-5.31068376,2.411215473
TCGA-CJ-6033-01,,TCGA Tumor,KIRC,6.180583921,-5.30954368
TCGA-5P-A9JV-01,,TCGA Tumor,KIRP,6.099018064,-5.784205984
TCGA-CV-7177-01,,TCGA Tumor,HNSC,-5.927682433,1.139511992
TCGA-DD-A11A-01,,TCGA Tumor,LIHC,0.890765187,4.228326727
TCGA-66-2781-01,,TCGA Tumor,LUSC,-5.340085063,2.263145615
TCGA-ER-A19L-06,,TCGA Tumor,SKCM,5.194021669,3.613974024
TCGA-77-7139-01,,TCGA Tumor,LUSC,-5.453952346,2.497241903
TCGA-EW-A1PG-01,,TCGA Tumor,BRCA,1.261245337,-1.070179175
TCGA-EM-A4FM-01,,TCGA Tumor,THCA,10.94315859,-0.253234725
TCGA-58-8392-01,,TCGA Tumor,LUSC,-5.519538913,2.508235384
TCGA-L6-A4ET-01,,TCGA Tumor,THCA,11.50414034,-0.007670961
TCGA-WE-A8K6-06,,TCGA Tumor,SKCM,5.011759248,3.414641548
TCGA-IP-7968-01,,TCGA Tumor,STAD,-3.555834088,-3.300265383
TARGET-21-PATHIU-09,,TCGA Tumor,LAML,-5.31604198,-12.34647233
TCGA-AB-2810-03,,TCGA Tumor,LAML,-4.233160529,-11.9648977
TCGA-RW-A681-01,,TCGA Tumor,PCPG,-0.009522739,13.05079405
TCGA-XE-AANR-01,,TCGA Tumor,TGCT,-1.901297841,5.435684611
TCGA-DE-A0Y3-01,,TCGA Tumor,THCA,10.98860499,-0.586487304
TCGA-E2-A1LA-01,,TCGA Tumor,BRCA,4.016784158,-1.888796281
TCGA-BB-A5HZ-01,,TCGA Tumor,HNSC,-6.403653655,0.940607537
TCGA-QR-A70M-01,,TCGA Tumor,PCPG,-0.104878459,13.14574759
TCGA-QR-A6H3-01,,TCGA Tumor,PCPG,0.249724713,12.76885169
TCGA-AJ-A8CV-01,,TCGA Tumor,UCEC,1.496378389,6.487667967
TCGA-EM-A22I-01,,TCGA Tumor,THCA,11.04045722,-0.463552426
TCGA-UY-A8OB-01,,TCGA Tumor,BLCA,-5.327235255,0.73565029
TCGA-K4-A5RJ-01,,TCGA Tumor,BLCA,0.654573914,0.493279893
TCGA-A2-A0T4-01,,TCGA Tumor,BRCA,3.963527885,-1.781165313
TCGA-UF-A7JK-01,,TCGA Tumor,HNSC,-6.806050334,0.721768011
TCGA-P7-A5NY-05,,TCGA Tumor,PCPG,0.031463739,13.00565093
TCGA-X7-A8M3-01,,TCGA Tumor,THYM,-11.01789049,5.92067473
TCGA-BI-A0VS-01,,TCGA Tumor,CESC,-5.900768313,0.946014334
TCGA-BJ-A28R-01,,TCGA Tumor,THCA,10.99411723,-0.575140606
TCGA-EE-A3J3-06,,TCGA Tumor,SKCM,5.525532689,3.488981177
TCGA-A6-A56B-01,,TCGA Tumor,COAD,-5.901318583,-3.520229172
TCGA-B0-5702-01,,TCGA Tumor,KIRC,0.878877249,6.697223116
TCGA-BP-5191-01,,TCGA Tumor,KIRC,6.175756898,-5.778970789
TCGA-EE-A2A5-06,,TCGA Tumor,SKCM,5.183108297,3.543380667
TCGA-2G-AAGE-01,,TCGA Tumor,TGCT,-1.712068591,5.210152556
TCGA-43-6773-01,,TCGA Tumor,LUSC,-5.317054305,0.828462649
TCGA-B0-4837-01,,TCGA Tumor,KIRC,6.146450486,-5.330070089
TARGET-20-PASGGK-03,,TCGA Tumor,LAML,-3.862847361,-12.34962137
TCGA-CV-A45V-01,,TCGA Tumor,HNSC,-6.572844062,0.350386609
TCGA-TQ-A8XE-02,,TCGA Tumor,LGG,2.252986994,-10.93400247
TCGA-TQ-A8XE-01,,TCGA Tumor,LGG,2.907214608,-10.61314542
TCGA-BQ-7059-01,,TCGA Tumor,KIRP,-0.908573422,7.713591982
TCGA-DK-AA75-01,,TCGA Tumor,BLCA,-3.573041711,-0.514016699
TARGET-20-PALGKX-04,,TCGA Tumor,LAML,-5.51558784,-12.43128641
TCGA-IS-A3K7-01,,TCGA Tumor,SARC,1.26116499,1.123825003
TCGA-WB-A80O-01,,TCGA Tumor,PCPG,-0.009820882,13.05021613
TCGA-49-4494-01,,TCGA Tumor,LUAD,-0.430010114,-3.026161503
TCGA-49-6745-01,,TCGA Tumor,LUAD,-0.224296305,-3.147761654
TCGA-KL-8333-01,,TCGA Tumor,KICH,-3.532060656,5.085640837
TCGA-2A-A8VO-01,,TCGA Tumor,PRAD,8.975923982,8.234671999
TCGA-DD-AAD0-01,,TCGA Tumor,LIHC,1.318462517,3.877710034
TARGET-20-PALGKX-09,,TCGA Tumor,LAML,-4.322072062,-11.93299158
TCGA-F7-A61S-01,,TCGA Tumor,HNSC,-6.872654948,0.660477806
TCGA-YS-A95C-01,,TCGA Tumor,MESO,-0.113088641,1.498304416
TCGA-A8-A07Z-01,,TCGA Tumor,BRCA,5.331370321,-1.572092127
TCGA-G9-6378-01,,TCGA Tumor,PRAD,9.311588731,8.161967684
TCGA-CZ-4854-01,,TCGA Tumor,KIRC,6.137650933,-5.487341951
TCGA-IA-A83S-01,,TCGA Tumor,KIRP,-0.92108253,7.745958258
TCGA-S7-A7WU-01,,TCGA Tumor,PCPG,0.120472785,12.90959971
TCGA-FE-A3PA-01,,TCGA Tumor,THCA,11.38522192,0.405427982
TCGA-BH-A0AZ-01,,TCGA Tumor,BRCA,3.275212255,-1.277705144
TCGA-F2-6880-01,,TCGA Tumor,PAAD,-0.99796525,-1.592313598
TCGA-VM-A8CB-01,,TCGA Tumor,LGG,3.097105947,-10.52374513
TCGA-96-8169-01,,TCGA Tumor,LUSC,-5.328893695,1.897829581
TCGA-DD-AAVS-01,,TCGA Tumor,LIHC,0.418819534,3.548989226
TCGA-KK-A6E1-01,,TCGA Tumor,PRAD,7.938644853,8.812775065
TCGA-BR-6709-01,,TCGA Tumor,STAD,2.841551271,-1.107945036
TCGA-29-2427-01,,TCGA Tumor,OV,1.026468184,-0.563969504
TCGA-BR-7959-01,,TCGA Tumor,STAD,-5.028083834,-3.100746702
TCGA-AN-A0FT-01,,TCGA Tumor,BRCA,4.259423223,-1.282992791
TCGA-CN-A6V7-01,,TCGA Tumor,HNSC,-6.021132502,2.377756525
TCGA-73-7499-01,,TCGA Tumor,LUAD,-0.339144919,-2.936784338
TCGA-43-6770-01,,TCGA Tumor,LUSC,-5.373251948,2.320426632
TCGA-XF-A9SY-01,,TCGA Tumor,BLCA,-5.294761214,0.724344124
TCGA-EM-A1CV-01,,TCGA Tumor,THCA,11.58497664,0.135845866
TCGA-J7-A8I2-01,,TCGA Tumor,KIRP,-3.692089114,0.173971992
TCGA-D7-A4YU-01,,TCGA Tumor,STAD,-4.429106746,-3.440307211
TCGA-CF-A8HX-01,,TCGA Tumor,BLCA,-3.683033023,0.157901142
TCGA-DH-A66F-01,,TCGA Tumor,LGG,2.911029783,-10.55108125
TCGA-R6-A6KZ-01,,TCGA Tumor,ESCA,-4.91780189,-1.962603401
TCGA-AA-3495-01,,TCGA Tumor,COAD,-5.853839431,-3.683318209
TCGA-BH-A0DS-01,,TCGA Tumor,BRCA,3.954324928,-1.509081553
TCGA-A6-5665-01,,TCGA Tumor,COAD,-4.449996028,-3.471221756
TCGA-HT-7694-01,,TCGA Tumor,LGG,2.823592868,-9.748523306
TCGA-E9-A1R5-01,,TCGA Tumor,BRCA,3.476583209,-1.294046234
TCGA-E9-A243-01,,TCGA Tumor,BRCA,1.040522602,-1.25989766
TCGA-HB-A3YV-01,,TCGA Tumor,SARC,1.239427593,1.694653321
TCGA-78-7158-01,,TCGA Tumor,LUAD,-0.363652978,-2.966794084
TCGA-FA-8693-01,,TCGA Tumor,DLBC,-8.542171035,6.912703444
TCGA-A2-A25D-01,,TCGA Tumor,BRCA,4.039876905,-1.833624791
TCGA-CZ-4857-01,,TCGA Tumor,KIRC,6.174249616,-5.351510595
TCGA-E2-A159-01,,TCGA Tumor,BRCA,0.749271062,-1.537897896
TCGA-DK-A2I1-01,,TCGA Tumor,BLCA,-3.737318072,0.05028978
TCGA-A8-A0A7-01,,TCGA Tumor,BRCA,4.140400615,-0.970613312
TCGA-Q3-AA2A-01,,TCGA Tumor,PAAD,-3.306991133,-2.770839046
TCGA-EI-6514-01,,TCGA Tumor,READ,-5.558191809,-3.364131044
TCGA-B6-A0X5-01,,TCGA Tumor,BRCA,5.6298947,-1.693876814
TCGA-B0-5706-01,,TCGA Tumor,KIRC,6.219730344,-5.457156252
TCGA-BQ-5881-01,,TCGA Tumor,KIRP,-0.707343612,7.423949171
TCGA-J4-A83I-01,,TCGA Tumor,PRAD,7.712333646,9.204149653
TCGA-OR-A5KV-01,,TCGA Tumor,ACC,-3.469093833,-8.62162454
TCGA-BP-4967-01,,TCGA Tumor,KIRC,6.169668641,-5.384728979
TARGET-20-PARDDY-09,,TCGA Tumor,LAML,-5.498825106,-12.43702276
TCGA-71-6725-01,,TCGA Tumor,LUAD,-0.433032903,-2.95157988
TARGET-30-PASWYR-01,,TCGA Tumor,NB,2.663291183,12.91446536
TCGA-H9-A6BX-01,,TCGA Tumor,PRAD,9.194244828,8.230019022
TCGA-DV-5569-01,,TCGA Tumor,KIRC,6.355846372,-6.292043756
