gene,both,model-only,tumor-only,total,cancer_type
KRAS,2.0,0.0,1.0,3.0,AMPV
GNAS,1.0,1.0,1.0,3.0,AMPV
CTNND1,2.0,0.0,0.0,2.0,AMPV
CTNNB1,2.0,0.0,0.0,2.0,AMPV
INPPL1,2.0,0.0,0.0,2.0,AMPV
PTEN,2.0,0.0,0.0,2.0,AMPV
CDKN2A,2.0,0.0,0.0,2.0,AMPV
DMD,2.0,0.0,0.0,2.0,AMPV
KIF1A,1.0,0.0,1.0,2.0,AMPV
SMARCA4,1.0,1.0,0.0,2.0,AMPV
EGFR,1.0,0.0,1.0,2.0,AMPV
SPTA1,2.0,0.0,0.0,2.0,AMPV
TBL1XR1,2.0,0.0,0.0,2.0,AMPV
NF1,2.0,0.0,0.0,2.0,AMPV
TERT,0.0,1.0,1.0,2.0,AMPV
KMT2C,0.0,1.0,1.0,2.0,AMPV
TP53,2.0,0.0,0.0,2.0,AMPV
ARID2,2.0,0.0,0.0,2.0,AMPV
ARID1A,2.0,0.0,0.0,2.0,AMPV
APC,2.0,0.0,0.0,2.0,AMPV
GATA6,0.0,1.0,1.0,2.0,AMPV
ZNF217,1.0,0.0,1.0,2.0,AMPV
NIPBL,1.0,0.0,0.0,1.0,AMPV
NSD1,1.0,0.0,0.0,1.0,AMPV
NCOR1,1.0,0.0,0.0,1.0,AMPV
MYH9,1.0,0.0,0.0,1.0,AMPV
MYCN,1.0,0.0,0.0,1.0,AMPV
MYC,1.0,0.0,0.0,1.0,AMPV
MUC6,1.0,0.0,0.0,1.0,AMPV
MSH6,0.0,1.0,0.0,1.0,AMPV
MDM2,0.0,0.0,1.0,1.0,AMPV
NOTCH1,1.0,0.0,0.0,1.0,AMPV
ZFHX3,1.0,0.0,0.0,1.0,AMPV
ZBTB20,1.0,0.0,0.0,1.0,AMPV
TSC1,1.0,0.0,0.0,1.0,AMPV
TRAF3,1.0,0.0,0.0,1.0,AMPV
TLR4,1.0,0.0,0.0,1.0,AMPV
TGFBR2,1.0,0.0,0.0,1.0,AMPV
TBX3,0.0,1.0,0.0,1.0,AMPV
SOX9,0.0,1.0,0.0,1.0,AMPV
MGA,1.0,0.0,0.0,1.0,AMPV
RPL22,1.0,0.0,0.0,1.0,AMPV
RNF43,1.0,0.0,0.0,1.0,AMPV
RBM10,1.0,0.0,0.0,1.0,AMPV
RB1,0.0,0.0,1.0,1.0,AMPV
PTCH1,1.0,0.0,0.0,1.0,AMPV
PLXNB2,1.0,0.0,0.0,1.0,AMPV
PIK3R2,1.0,0.0,0.0,1.0,AMPV
PDS5B,1.0,0.0,0.0,1.0,AMPV
PAX5,0.0,0.0,1.0,1.0,AMPV
SETD2,0.0,1.0,0.0,1.0,AMPV
CHEK2,1.0,0.0,0.0,1.0,AMPV
CHD3,1.0,0.0,0.0,1.0,AMPV
CDK5,0.0,0.0,1.0,1.0,AMPV
CDK4,0.0,0.0,1.0,1.0,AMPV
CCNE1,0.0,0.0,1.0,1.0,AMPV
CCND2,0.0,0.0,1.0,1.0,AMPV
BRCA2,0.0,1.0,0.0,1.0,AMPV
BRAF,1.0,0.0,0.0,1.0,AMPV
KMT2A,1.0,0.0,0.0,1.0,AMPV
B2M,1.0,0.0,0.0,1.0,AMPV
AXIN2,0.0,1.0,0.0,1.0,AMPV
AXIN1,1.0,0.0,0.0,1.0,AMPV
ATR,0.0,0.0,1.0,1.0,AMPV
ASXL2,1.0,0.0,0.0,1.0,AMPV
AR,1.0,0.0,0.0,1.0,AMPV
ACVR2A,1.0,0.0,0.0,1.0,AMPV
ACVR1B,1.0,0.0,0.0,1.0,AMPV
BAP1,1.0,0.0,0.0,1.0,AMPV
MCL1,0.0,0.0,1.0,1.0,AMPV
MAP3K4,1.0,0.0,0.0,1.0,AMPV
MACF1,1.0,0.0,0.0,1.0,AMPV
KMT2D,1.0,0.0,0.0,1.0,AMPV
KMT2B,1.0,0.0,0.0,1.0,AMPV
KLF5,0.0,1.0,0.0,1.0,AMPV
KDM6A,1.0,0.0,0.0,1.0,AMPV
KDM5C,1.0,0.0,0.0,1.0,AMPV
DACH1,0.0,1.0,0.0,1.0,AMPV
GRIN2D,1.0,0.0,0.0,1.0,AMPV
GATA3,1.0,0.0,0.0,1.0,AMPV
GABRA6,1.0,0.0,0.0,1.0,AMPV
FLNA,1.0,0.0,0.0,1.0,AMPV
ESR1,1.0,0.0,0.0,1.0,AMPV
EPHA3,1.0,0.0,0.0,1.0,AMPV
EP300,1.0,0.0,0.0,1.0,AMPV
EGR3,1.0,0.0,0.0,1.0,AMPV
DAZAP1,1.0,0.0,0.0,1.0,AMPV
HUWE1,1.0,0.0,0.0,1.0,AMPV
TERT,7.0,0.0,0.0,7.0,BLCA
FGFR3,3.0,0.0,1.0,4.0,BLCA
TP53,4.0,0.0,0.0,4.0,BLCA
KMT2D,2.0,2.0,0.0,4.0,BLCA
ARID1A,1.0,1.0,1.0,3.0,BLCA
SMARCA4,2.0,0.0,0.0,2.0,BLCA
SOX17,2.0,0.0,0.0,2.0,BLCA
STAG2,1.0,0.0,1.0,2.0,BLCA
CIC,1.0,0.0,1.0,2.0,BLCA
PIK3CA,2.0,0.0,0.0,2.0,BLCA
PTPRC,1.0,0.0,1.0,2.0,BLCA
RASA1,1.0,0.0,1.0,2.0,BLCA
PTPRD,1.0,0.0,1.0,2.0,BLCA
KANSL1,1.0,0.0,1.0,2.0,BLCA
KDM6A,1.0,0.0,1.0,2.0,BLCA
MYC,0.0,0.0,2.0,2.0,BLCA
MACF1,1.0,1.0,0.0,2.0,BLCA
FAT1,1.0,1.0,0.0,2.0,BLCA
KMT2A,1.0,0.0,1.0,2.0,BLCA
ZFP36L2,2.0,0.0,0.0,2.0,BLCA
FLNA,0.0,1.0,1.0,2.0,BLCA
ALK,1.0,0.0,1.0,2.0,BLCA
ASXL1,0.0,0.0,2.0,2.0,BLCA
BAP1,2.0,0.0,0.0,2.0,BLCA
BRCA2,0.0,1.0,1.0,2.0,BLCA
ARID2,0.0,0.0,1.0,1.0,BLCA
ATF7IP,0.0,1.0,0.0,1.0,BLCA
BRCA1,1.0,0.0,0.0,1.0,BLCA
THRAP3,0.0,1.0,0.0,1.0,BLCA
TSC1,1.0,0.0,0.0,1.0,BLCA
USP9X,0.0,1.0,0.0,1.0,BLCA
ZFHX3,0.0,0.0,1.0,1.0,BLCA
ZFP36L1,1.0,0.0,0.0,1.0,BLCA
ZMYM2,1.0,0.0,0.0,1.0,BLCA
EP300,1.0,0.0,0.0,1.0,BLCA
ERBB2,1.0,0.0,0.0,1.0,BLCA
ESR1,0.0,1.0,0.0,1.0,BLCA
FOXQ1,0.0,1.0,0.0,1.0,BLCA
GATA3,0.0,1.0,0.0,1.0,BLCA
GPS2,1.0,0.0,0.0,1.0,BLCA
IRF6,0.0,1.0,0.0,1.0,BLCA
KIT,0.0,1.0,0.0,1.0,BLCA
KMT2B,1.0,0.0,0.0,1.0,BLCA
KMT2C,1.0,0.0,0.0,1.0,BLCA
LZTR1,0.0,1.0,0.0,1.0,BLCA
MET,0.0,0.0,1.0,1.0,BLCA
MGA,1.0,0.0,0.0,1.0,BLCA
MSH6,1.0,0.0,0.0,1.0,BLCA
MUC6,0.0,0.0,1.0,1.0,BLCA
COL5A1,0.0,1.0,0.0,1.0,BLCA
CREBBP,0.0,1.0,0.0,1.0,BLCA
CTCF,0.0,1.0,0.0,1.0,BLCA
CTNNB1,0.0,0.0,1.0,1.0,BLCA
CUL3,1.0,0.0,0.0,1.0,BLCA
DMD,1.0,0.0,0.0,1.0,BLCA
EEF2,0.0,1.0,0.0,1.0,BLCA
ELF3,1.0,0.0,0.0,1.0,BLCA
NF1,1.0,0.0,0.0,1.0,BLCA
NF2,1.0,0.0,0.0,1.0,BLCA
NFE2L2,1.0,0.0,0.0,1.0,BLCA
NIPBL,0.0,0.0,1.0,1.0,BLCA
NOTCH1,0.0,0.0,1.0,1.0,BLCA
NSD1,0.0,1.0,0.0,1.0,BLCA
PDGFRA,0.0,1.0,0.0,1.0,BLCA
PIK3R2,0.0,0.0,1.0,1.0,BLCA
PLCG1,0.0,0.0,1.0,1.0,BLCA
PLXNB2,1.0,0.0,0.0,1.0,BLCA
PMS2,0.0,0.0,1.0,1.0,BLCA
POLQ,1.0,0.0,0.0,1.0,BLCA
PTCH1,0.0,1.0,0.0,1.0,BLCA
PTEN,0.0,1.0,0.0,1.0,BLCA
RAC1,1.0,0.0,0.0,1.0,BLCA
RARA,0.0,0.0,1.0,1.0,BLCA
RHOB,1.0,0.0,0.0,1.0,BLCA
SCAF4,1.0,0.0,0.0,1.0,BLCA
SETBP1,0.0,0.0,1.0,1.0,BLCA
SETD2,0.0,0.0,1.0,1.0,BLCA
CACNA1A,0.0,0.0,1.0,1.0,BLCA
CDK12,1.0,0.0,0.0,1.0,BLCA
CDKN1A,1.0,0.0,0.0,1.0,BLCA
CHD3,1.0,0.0,0.0,1.0,BLCA
CHD8,0.0,0.0,1.0,1.0,BLCA
CHEK2,1.0,0.0,0.0,1.0,BLCA
CNBD1,0.0,0.0,1.0,1.0,BLCA
SF1,1.0,0.0,0.0,1.0,BLCA
SF3B1,0.0,0.0,1.0,1.0,BLCA
SMAD2,0.0,0.0,1.0,1.0,BLCA
SPTAN1,1.0,0.0,0.0,1.0,BLCA
MCL1,3.0,1.0,1.0,5.0,BRCA
KDM6A,3.0,1.0,0.0,4.0,BRCA
PIK3CA,3.0,1.0,0.0,4.0,BRCA
CDH1,3.0,0.0,0.0,3.0,BRCA
MYC,2.0,0.0,1.0,3.0,BRCA
TP53,3.0,0.0,0.0,3.0,BRCA
SMARCA4,2.0,0.0,0.0,2.0,BRCA
SMARCA1,1.0,0.0,1.0,2.0,BRCA
CREBBP,2.0,0.0,0.0,2.0,BRCA
CTNNB1,1.0,1.0,0.0,2.0,BRCA
CTNND1,1.0,1.0,0.0,2.0,BRCA
RBM10,1.0,1.0,0.0,2.0,BRCA
ERBB2,2.0,0.0,0.0,2.0,BRCA
PTEN,2.0,0.0,0.0,2.0,BRCA
FLNA,2.0,0.0,0.0,2.0,BRCA
SPTA1,1.0,1.0,0.0,2.0,BRCA
GRIN2D,1.0,0.0,1.0,2.0,BRCA
IL7R,0.0,1.0,1.0,2.0,BRCA
KIT,1.0,1.0,0.0,2.0,BRCA
NSD1,1.0,1.0,0.0,2.0,BRCA
NOTCH1,1.0,1.0,0.0,2.0,BRCA
MGA,1.0,1.0,0.0,2.0,BRCA
POLQ,2.0,0.0,0.0,2.0,BRCA
APC,1.0,1.0,0.0,2.0,BRCA
ARID1A,0.0,0.0,2.0,2.0,BRCA
ZNF703,0.0,2.0,0.0,2.0,BRCA
ASXL2,2.0,0.0,0.0,2.0,BRCA
ATRX,1.0,0.0,1.0,2.0,BRCA
AXIN2,0.0,0.0,2.0,2.0,BRCA
TNFAIP3,0.0,1.0,0.0,1.0,BRCA
PBRM1,1.0,0.0,0.0,1.0,BRCA
TMSB4X,0.0,1.0,0.0,1.0,BRCA
PHF6,0.0,1.0,0.0,1.0,BRCA
TLR4,0.0,1.0,0.0,1.0,BRCA
PIK3CB,1.0,0.0,0.0,1.0,BRCA
PIK3CG,0.0,1.0,0.0,1.0,BRCA
PIK3R1,0.0,1.0,0.0,1.0,BRCA
ACVR1,1.0,0.0,0.0,1.0,BRCA
PLCB4,1.0,0.0,0.0,1.0,BRCA
PLCG1,1.0,0.0,0.0,1.0,BRCA
PLXNB2,1.0,0.0,0.0,1.0,BRCA
PMS1,1.0,0.0,0.0,1.0,BRCA
ARHGAP35,1.0,0.0,0.0,1.0,BRCA
NUP93,1.0,0.0,0.0,1.0,BRCA
MLH1,0.0,1.0,0.0,1.0,BRCA
MSH2,1.0,0.0,0.0,1.0,BRCA
MSH3,0.0,0.0,1.0,1.0,BRCA
MSH6,1.0,0.0,0.0,1.0,BRCA
MTOR,1.0,0.0,0.0,1.0,BRCA
VHL,0.0,0.0,1.0,1.0,BRCA
MYCN,0.0,1.0,0.0,1.0,BRCA
MYD88,0.0,1.0,0.0,1.0,BRCA
NRAS,1.0,0.0,0.0,1.0,BRCA
NCOR1,0.0,1.0,0.0,1.0,BRCA
NF1,1.0,0.0,0.0,1.0,BRCA
NF2,1.0,0.0,0.0,1.0,BRCA
NFE2L2,1.0,0.0,0.0,1.0,BRCA
NIPBL,1.0,0.0,0.0,1.0,BRCA
TXNIP,1.0,0.0,0.0,1.0,BRCA
NOTCH2,1.0,0.0,0.0,1.0,BRCA
POLE,1.0,0.0,0.0,1.0,BRCA
TSC1,1.0,0.0,0.0,1.0,BRCA
MYH9,1.0,0.0,0.0,1.0,BRCA
AJUBA,0.0,1.0,0.0,1.0,BRCA
SETD2,1.0,0.0,0.0,1.0,BRCA
SF1,1.0,0.0,0.0,1.0,BRCA
SIN3A,0.0,0.0,1.0,1.0,BRCA
SMAD2,1.0,0.0,0.0,1.0,BRCA
ACVR2A,1.0,0.0,0.0,1.0,BRCA
TGIF1,0.0,1.0,0.0,1.0,BRCA
PPM1D,1.0,0.0,0.0,1.0,BRCA
SOX17,0.0,1.0,0.0,1.0,BRCA
TERT,1.0,0.0,0.0,1.0,BRCA
SPOP,1.0,0.0,0.0,1.0,BRCA
TCF12,0.0,1.0,0.0,1.0,BRCA
SPTAN1,1.0,0.0,0.0,1.0,BRCA
STAG2,0.0,1.0,0.0,1.0,BRCA
STK11,0.0,1.0,0.0,1.0,BRCA
TAF1,1.0,0.0,0.0,1.0,BRCA
SMC3,1.0,0.0,0.0,1.0,BRCA
AMER1,1.0,0.0,0.0,1.0,BRCA
PTCH1,0.0,1.0,0.0,1.0,BRCA
PTPN11,0.0,1.0,0.0,1.0,BRCA
PTPRC,0.0,1.0,0.0,1.0,BRCA
PTPRD,1.0,0.0,0.0,1.0,BRCA
RAF1,0.0,1.0,0.0,1.0,BRCA
RASA1,0.0,0.0,1.0,1.0,BRCA
ALK,1.0,0.0,0.0,1.0,BRCA
SCAF4,1.0,0.0,0.0,1.0,BRCA
AKT1,0.0,0.0,1.0,1.0,BRCA
RET,0.0,1.0,0.0,1.0,BRCA
RFC1,1.0,0.0,0.0,1.0,BRCA
RNF111,0.0,1.0,0.0,1.0,BRCA
RNF43,0.0,0.0,1.0,1.0,BRCA
RPS6KA3,0.0,0.0,1.0,1.0,BRCA
RUNX1,1.0,0.0,0.0,1.0,BRCA
RXRA,1.0,0.0,0.0,1.0,BRCA
RB1,0.0,0.0,1.0,1.0,BRCA
BTG2,1.0,0.0,0.0,1.0,BRCA
CARD11,0.0,0.0,1.0,1.0,BRCA
CASP8,1.0,0.0,0.0,1.0,BRCA
CBFB,1.0,0.0,0.0,1.0,BRCA
CDK12,1.0,0.0,0.0,1.0,BRCA
CDK4,1.0,0.0,0.0,1.0,BRCA
CDKN2A,0.0,1.0,0.0,1.0,BRCA
CHD4,1.0,0.0,0.0,1.0,BRCA
CHD8,1.0,0.0,0.0,1.0,BRCA
USP9X,1.0,0.0,0.0,1.0,BRCA
CNBD1,1.0,0.0,0.0,1.0,BRCA
COL5A1,1.0,0.0,0.0,1.0,BRCA
CUL3,0.0,1.0,0.0,1.0,BRCA
DAZAP1,0.0,0.0,1.0,1.0,BRCA
DHX9,0.0,1.0,0.0,1.0,BRCA
DIAPH2,0.0,1.0,0.0,1.0,BRCA
DICER1,1.0,0.0,0.0,1.0,BRCA
DMD,1.0,0.0,0.0,1.0,BRCA
EGFR,0.0,1.0,0.0,1.0,BRCA
CIC,0.0,1.0,0.0,1.0,BRCA
ABL1,0.0,1.0,0.0,1.0,BRCA
XPO1,0.0,0.0,1.0,1.0,BRCA
ZBTB20,0.0,1.0,0.0,1.0,BRCA
ZC3H12A,0.0,1.0,0.0,1.0,BRCA
ZCCHC12,1.0,0.0,0.0,1.0,BRCA
ZFHX3,0.0,0.0,1.0,1.0,BRCA
ZMYM2,1.0,0.0,0.0,1.0,BRCA
ZMYM3,1.0,0.0,0.0,1.0,BRCA
ACVR1B,1.0,0.0,0.0,1.0,BRCA
BRCA2,1.0,0.0,0.0,1.0,BRCA
ASXL1,1.0,0.0,0.0,1.0,BRCA
ATF7IP,0.0,1.0,0.0,1.0,BRCA
ATM,0.0,1.0,0.0,1.0,BRCA
ATR,1.0,0.0,0.0,1.0,BRCA
B2M,1.0,0.0,0.0,1.0,BRCA
BCL2L11,1.0,0.0,0.0,1.0,BRCA
BCOR,1.0,0.0,0.0,1.0,BRCA
BRAF,1.0,0.0,0.0,1.0,BRCA
BRCA1,0.0,0.0,1.0,1.0,BRCA
ARID5B,1.0,0.0,0.0,1.0,BRCA
KEL,0.0,1.0,0.0,1.0,BRCA
KIF1A,0.0,0.0,1.0,1.0,BRCA
KLF5,1.0,0.0,0.0,1.0,BRCA
KMT2A,1.0,0.0,0.0,1.0,BRCA
KMT2B,1.0,0.0,0.0,1.0,BRCA
KMT2C,1.0,0.0,0.0,1.0,BRCA
KMT2D,0.0,1.0,0.0,1.0,BRCA
KRT222,0.0,1.0,0.0,1.0,BRCA
LATS1,0.0,1.0,0.0,1.0,BRCA
EP300,1.0,0.0,0.0,1.0,BRCA
LEMD2,0.0,1.0,0.0,1.0,BRCA
LZTR1,0.0,0.0,1.0,1.0,BRCA
MACF1,1.0,0.0,0.0,1.0,BRCA
MAP2K4,1.0,0.0,0.0,1.0,BRCA
MAP3K1,1.0,0.0,0.0,1.0,BRCA
MAP3K4,0.0,1.0,0.0,1.0,BRCA
MECOM,1.0,0.0,0.0,1.0,BRCA
MED12,1.0,0.0,0.0,1.0,BRCA
MET,0.0,0.0,1.0,1.0,BRCA
LATS2,1.0,0.0,0.0,1.0,BRCA
EPAS1,0.0,1.0,0.0,1.0,BRCA
EPHA2,1.0,0.0,0.0,1.0,BRCA
ERBB3,1.0,0.0,0.0,1.0,BRCA
ERBB4,0.0,0.0,1.0,1.0,BRCA
ESR1,1.0,0.0,0.0,1.0,BRCA
EZH2,0.0,0.0,1.0,1.0,BRCA
FAT1,0.0,1.0,0.0,1.0,BRCA
FGFR1,0.0,1.0,0.0,1.0,BRCA
FGFR2,1.0,0.0,0.0,1.0,BRCA
KANSL1,0.0,1.0,0.0,1.0,BRCA
GABRA6,1.0,0.0,0.0,1.0,BRCA
GATA3,0.0,1.0,0.0,1.0,BRCA
HGF,0.0,1.0,0.0,1.0,BRCA
HUWE1,1.0,0.0,0.0,1.0,BRCA
IDH2,0.0,0.0,1.0,1.0,BRCA
IL6ST,0.0,1.0,0.0,1.0,BRCA
IRF6,1.0,0.0,0.0,1.0,BRCA
JAK1,0.0,0.0,1.0,1.0,BRCA
JAK2,1.0,0.0,0.0,1.0,BRCA
JAK3,1.0,0.0,0.0,1.0,BRCA
FUBP1,1.0,0.0,0.0,1.0,BRCA
CDKN2A,4.0,0.0,0.0,4.0,CHOL
KRAS,3.0,0.0,0.0,3.0,CHOL
TP53,3.0,0.0,0.0,3.0,CHOL
ABL1,1.0,0.0,1.0,2.0,CHOL
FLNA,1.0,0.0,1.0,2.0,CHOL
SMAD4,2.0,0.0,0.0,2.0,CHOL
CDK12,1.0,0.0,1.0,2.0,CHOL
EPHA2,2.0,0.0,0.0,2.0,CHOL
BCOR,1.0,0.0,0.0,1.0,CHOL
ARID1A,1.0,0.0,0.0,1.0,CHOL
ARID2,1.0,0.0,0.0,1.0,CHOL
ATR,1.0,0.0,0.0,1.0,CHOL
BRCA1,1.0,0.0,0.0,1.0,CHOL
CACNA1A,1.0,0.0,0.0,1.0,CHOL
DICER1,1.0,0.0,0.0,1.0,CHOL
DAZAP1,1.0,0.0,0.0,1.0,CHOL
DMD,1.0,0.0,0.0,1.0,CHOL
EP300,0.0,1.0,0.0,1.0,CHOL
ERBB3,1.0,0.0,0.0,1.0,CHOL
DIAPH2,1.0,0.0,0.0,1.0,CHOL
FGFR1,1.0,0.0,0.0,1.0,CHOL
FLT3,1.0,0.0,0.0,1.0,CHOL
HGF,1.0,0.0,0.0,1.0,CHOL
INPPL1,1.0,0.0,0.0,1.0,CHOL
IRF2,1.0,0.0,0.0,1.0,CHOL
BAP1,1.0,0.0,0.0,1.0,CHOL
ASXL2,1.0,0.0,0.0,1.0,CHOL
AR,1.0,0.0,0.0,1.0,CHOL
KDM6A,1.0,0.0,0.0,1.0,CHOL
JAK2,1.0,0.0,0.0,1.0,CHOL
JAK1,1.0,0.0,0.0,1.0,CHOL
KIF1A,1.0,0.0,0.0,1.0,CHOL
KMT2C,1.0,0.0,0.0,1.0,CHOL
KMT2D,1.0,0.0,0.0,1.0,CHOL
KMT2B,1.0,0.0,0.0,1.0,CHOL
KMT2A,1.0,0.0,0.0,1.0,CHOL
MEN1,1.0,0.0,0.0,1.0,CHOL
MYH9,1.0,0.0,0.0,1.0,CHOL
NCOR1,1.0,0.0,0.0,1.0,CHOL
NIPBL,1.0,0.0,0.0,1.0,CHOL
NOTCH2,0.0,1.0,0.0,1.0,CHOL
PDGFRA,1.0,0.0,0.0,1.0,CHOL
MACF1,1.0,0.0,0.0,1.0,CHOL
MED12,1.0,0.0,0.0,1.0,CHOL
PLXNB2,1.0,0.0,0.0,1.0,CHOL
PDS5B,1.0,0.0,0.0,1.0,CHOL
POLE,1.0,0.0,0.0,1.0,CHOL
PSIP1,1.0,0.0,0.0,1.0,CHOL
RET,1.0,0.0,0.0,1.0,CHOL
SCAF4,1.0,0.0,0.0,1.0,CHOL
PTEN,1.0,0.0,0.0,1.0,CHOL
RBM10,1.0,0.0,0.0,1.0,CHOL
SMAD2,0.0,1.0,0.0,1.0,CHOL
SETD2,1.0,0.0,0.0,1.0,CHOL
TCF7L2,1.0,0.0,0.0,1.0,CHOL
TAF1,1.0,0.0,0.0,1.0,CHOL
TERT,1.0,0.0,0.0,1.0,CHOL
TGFBR2,1.0,0.0,0.0,1.0,CHOL
ZC3H12A,1.0,0.0,0.0,1.0,CHOL
ZFP36L2,1.0,0.0,0.0,1.0,CHOL
APC,69.0,2.0,0.0,71.0,COAD
TP53,60.0,3.0,1.0,64.0,COAD
KRAS,31.0,0.0,1.0,32.0,COAD
MYC,15.0,4.0,9.0,28.0,COAD
PIK3CA,16.0,2.0,0.0,18.0,COAD
DMD,12.0,2.0,2.0,16.0,COAD
TERT,12.0,3.0,0.0,15.0,COAD
SMAD4,11.0,1.0,1.0,13.0,COAD
FGFR1,9.0,1.0,3.0,13.0,COAD
TCF7L2,8.0,4.0,0.0,12.0,COAD
GNAS,7.0,4.0,1.0,12.0,COAD
AMER1,11.0,0.0,1.0,12.0,COAD
KMT2D,6.0,4.0,1.0,11.0,COAD
ARID1A,7.0,3.0,1.0,11.0,COAD
EPHA2,10.0,0.0,0.0,10.0,COAD
CREBBP,6.0,3.0,1.0,10.0,COAD
MACF1,7.0,2.0,1.0,10.0,COAD
SPTA1,8.0,2.0,0.0,10.0,COAD
SMARCA4,7.0,2.0,0.0,9.0,COAD
PGR,7.0,2.0,0.0,9.0,COAD
ZFHX3,6.0,1.0,2.0,9.0,COAD
COL5A1,6.0,2.0,1.0,9.0,COAD
SOX9,9.0,0.0,0.0,9.0,COAD
CHD3,6.0,3.0,0.0,9.0,COAD
FBXW7,7.0,0.0,1.0,8.0,COAD
KMT2B,8.0,0.0,0.0,8.0,COAD
MYH9,7.0,0.0,1.0,8.0,COAD
ELF3,7.0,1.0,0.0,8.0,COAD
CHD8,6.0,1.0,0.0,7.0,COAD
ACVR2A,7.0,0.0,0.0,7.0,COAD
ZFP36L2,6.0,1.0,0.0,7.0,COAD
RNF111,6.0,1.0,0.0,7.0,COAD
ATRX,6.0,0.0,1.0,7.0,COAD
ATM,7.0,0.0,0.0,7.0,COAD
FLNA,7.0,0.0,0.0,7.0,COAD
ERBB2,4.0,3.0,0.0,7.0,COAD
SOX17,1.0,4.0,2.0,7.0,COAD
RNF43,6.0,1.0,0.0,7.0,COAD
CACNA1A,6.0,1.0,0.0,7.0,COAD
CHD4,7.0,0.0,0.0,7.0,COAD
NIPBL,5.0,2.0,0.0,7.0,COAD
TAF1,5.0,1.0,1.0,7.0,COAD
NOTCH1,6.0,1.0,0.0,7.0,COAD
KDM5C,4.0,2.0,0.0,6.0,COAD
EP300,4.0,2.0,0.0,6.0,COAD
KIF1A,5.0,1.0,0.0,6.0,COAD
BRAF,4.0,2.0,0.0,6.0,COAD
BCOR,5.0,0.0,1.0,6.0,COAD
NOTCH2,4.0,1.0,1.0,6.0,COAD
CTNNB1,4.0,2.0,0.0,6.0,COAD
MECOM,4.0,2.0,0.0,6.0,COAD
PIK3CG,4.0,1.0,1.0,6.0,COAD
PIK3CB,3.0,3.0,0.0,6.0,COAD
KMT2A,5.0,0.0,1.0,6.0,COAD
ALK,6.0,0.0,0.0,6.0,COAD
ARID2,5.0,0.0,1.0,6.0,COAD
ASXL1,3.0,2.0,0.0,5.0,COAD
ZBTB7B,4.0,1.0,0.0,5.0,COAD
KMT2C,2.0,3.0,0.0,5.0,COAD
PTCH1,5.0,0.0,0.0,5.0,COAD
PTEN,4.0,0.0,1.0,5.0,COAD
PDS5B,2.0,2.0,1.0,5.0,COAD
JAK2,5.0,0.0,0.0,5.0,COAD
HLA-A,4.0,1.0,0.0,5.0,COAD
HUWE1,5.0,0.0,0.0,5.0,COAD
RB1,1.0,1.0,3.0,5.0,COAD
PTPRC,4.0,1.0,0.0,5.0,COAD
CASP8,4.0,1.0,0.0,5.0,COAD
SMARCB1,5.0,0.0,0.0,5.0,COAD
SCAF4,3.0,2.0,0.0,5.0,COAD
SETD2,4.0,0.0,1.0,5.0,COAD
SF1,4.0,1.0,0.0,5.0,COAD
EZH2,4.0,1.0,0.0,5.0,COAD
FAT1,3.0,1.0,1.0,5.0,COAD
EPAS1,1.0,4.0,0.0,5.0,COAD
MED12,2.0,1.0,1.0,4.0,COAD
MGA,3.0,1.0,0.0,4.0,COAD
MSH3,4.0,0.0,0.0,4.0,COAD
CIC,3.0,1.0,0.0,4.0,COAD
TBX3,3.0,1.0,0.0,4.0,COAD
FUBP1,2.0,1.0,1.0,4.0,COAD
RXRA,4.0,0.0,0.0,4.0,COAD
SETBP1,3.0,1.0,0.0,4.0,COAD
MAP2K4,3.0,0.0,1.0,4.0,COAD
CDKN1A,3.0,0.0,1.0,4.0,COAD
NF1,3.0,1.0,0.0,4.0,COAD
SF3B1,4.0,0.0,0.0,4.0,COAD
HLA-B,3.0,1.0,0.0,4.0,COAD
DAZAP1,3.0,1.0,0.0,4.0,COAD
DIAPH2,4.0,0.0,0.0,4.0,COAD
PLCG1,3.0,0.0,1.0,4.0,COAD
CDK12,4.0,0.0,0.0,4.0,COAD
KDM6A,3.0,1.0,0.0,4.0,COAD
KEL,2.0,1.0,1.0,4.0,COAD
POLE,3.0,1.0,0.0,4.0,COAD
RPL22,4.0,0.0,0.0,4.0,COAD
IGF2,1.0,1.0,2.0,4.0,COAD
IL7R,4.0,0.0,0.0,4.0,COAD
IRF6,2.0,0.0,2.0,4.0,COAD
CSDE1,3.0,1.0,0.0,4.0,COAD
TRAF3,3.0,1.0,0.0,4.0,COAD
TSC1,3.0,1.0,0.0,4.0,COAD
TSC2,3.0,1.0,0.0,4.0,COAD
ZMYM2,3.0,1.0,0.0,4.0,COAD
ALB,3.0,0.0,1.0,4.0,COAD
TET2,2.0,0.0,2.0,4.0,COAD
TGFBR2,3.0,1.0,0.0,4.0,COAD
EPHA3,4.0,0.0,0.0,4.0,COAD
ERBB4,4.0,0.0,0.0,4.0,COAD
ZNF750,1.0,2.0,0.0,3.0,COAD
ARID5B,1.0,2.0,0.0,3.0,COAD
ERBB3,3.0,0.0,0.0,3.0,COAD
SOS1,1.0,2.0,0.0,3.0,COAD
CTCF,2.0,1.0,0.0,3.0,COAD
ACVR1B,2.0,0.0,1.0,3.0,COAD
BAP1,3.0,0.0,0.0,3.0,COAD
