gene,count,cancer_type
TP53,11,ACC
CTNNB1,10,ACC
TERT,9,ACC
KMT2B,5,ACC
MDM2,5,ACC
APOB,4,ACC
CCNE1,4,ACC
CDK4,4,ACC
CDKN2A,4,ACC
EGFR,4,ACC
GNAS,4,ACC
KMT2D,4,ACC
MEN1,4,ACC
NF1,4,ACC
PRKAR1A,4,ACC
APC,3,ACC
ATM,3,ACC
BRD4,3,ACC
COL5A1,3,ACC
ERBB4,3,ACC
HUWE1,3,ACC
JAK3,3,ACC
MACF1,3,ACC
PDGFRA,3,ACC
PTPRD,3,ACC
RPL22,3,ACC
SMC3,3,ACC
SPTA1,3,ACC
TLR4,3,ACC
ALK,2,ACC
ARHGAP35,2,ACC
ATF7IP,2,ACC
ATRX,2,ACC
BRAF,2,ACC
CACNA1A,2,ACC
CARD11,2,ACC
CCND2,2,ACC
CDK6,2,ACC
CHEK2,2,ACC
EEF2,2,ACC
FAT1,2,ACC
FGF1,2,ACC
FGFR3,2,ACC
FLNA,2,ACC
KANSL1,2,ACC
KEL,2,ACC
MAP3K1,2,ACC
MCL1,2,ACC
MGMT,2,ACC
MLH1,2,ACC
MSH2,2,ACC
NSD1,2,ACC
PLCG1,2,ACC
PLXNB2,2,ACC
PTCH1,2,ACC
RB1,2,ACC
RET,2,ACC
SCAF4,2,ACC
SETBP1,2,ACC
SF3B1,2,ACC
STK11,2,ACC
TGFBR2,2,ACC
USP9X,2,ACC
XPO1,2,ACC
ACVR1,1,ACC
AJUBA,1,ACC
ARID2,1,ACC
ASXL2,1,ACC
ATR,1,ACC
BAP1,1,ACC
BCOR,1,ACC
BRCA2,1,ACC
BRD7,1,ACC
BTG2,1,ACC
CCND1,1,ACC
CD274,1,ACC
CDH1,1,ACC
CDK5,1,ACC
CHD3,1,ACC
CIC,1,ACC
CNBD1,1,ACC
CREB3L3,1,ACC
CUL3,1,ACC
DACH1,1,ACC
DIAPH2,1,ACC
DMD,1,ACC
EP300,1,ACC
EPHA2,1,ACC
ERBB3,1,ACC
FGFR2,1,ACC
GABRA6,1,ACC
GATA3,1,ACC
GATA6,1,ACC
GRIN2D,1,ACC
GTF2I,1,ACC
HGF,1,ACC
IGF1R,1,ACC
IL7R,1,ACC
IRF2,1,ACC
IRF6,1,ACC
JAK1,1,ACC
JAK2,1,ACC
KDM6A,1,ACC
KEAP1,1,ACC
KIF1A,1,ACC
KIT,1,ACC
KLF5,1,ACC
KMT2A,1,ACC
KMT2C,1,ACC
KRAS,1,ACC
MAPK1,1,ACC
MGA,1,ACC
MITF,1,ACC
MUC6,1,ACC
MYC,1,ACC
NIPBL,1,ACC
PDS5B,1,ACC
PIK3CA,1,ACC
PIK3R2,1,ACC
PLCB4,1,ACC
PMS1,1,ACC
PMS2,1,ACC
POLE,1,ACC
PTPDC1,1,ACC
PTPN11,1,ACC
RARA,1,ACC
RBM10,1,ACC
RFC1,1,ACC
RHOB,1,ACC
RIT1,1,ACC
RNF43,1,ACC
RUNX1,1,ACC
SMARCA1,1,ACC
SMARCA4,1,ACC
SMC1A,1,ACC
SPTAN1,1,ACC
STAG2,1,ACC
TAF1,1,ACC
TBX3,1,ACC
TCF7L2,1,ACC
TXNIP,1,ACC
WT1,1,ACC
ZFHX3,1,ACC
ZFP36L1,1,ACC
ZNF217,1,ACC
ZNF703,1,ACC
TP53,7,BLCA
ARID1A,6,BLCA
MACF1,5,BLCA
CCNE1,3,BLCA
CDKN2A,3,BLCA
KMT2D,3,BLCA
PTPRD,3,BLCA
APOB,2,BLCA
ARID2,2,BLCA
ASXL2,2,BLCA
BRCA2,2,BLCA
CDKN1A,2,BLCA
DACH1,2,BLCA
GATA3,2,BLCA
HRAS,2,BLCA
KMT2A,2,BLCA
KMT2C,2,BLCA
KRAS,2,BLCA
MGA,2,BLCA
MSH6,2,BLCA
RB1,2,BLCA
STAG2,2,BLCA
APC,1,BLCA
ARHGAP35,1,BLCA
ATRX,1,BLCA
CCND1,1,BLCA
CCND2,1,BLCA
CDK12,1,BLCA
CDK4,1,BLCA
CDK5,1,BLCA
CDKN1B,1,BLCA
CHD3,1,BLCA
CHD4,1,BLCA
COL5A1,1,BLCA
CREBBP,1,BLCA
CSDE1,1,BLCA
CTNNB1,1,BLCA
CUL3,1,BLCA
DICER1,1,BLCA
DMD,1,BLCA
EGFR,1,BLCA
ELF3,1,BLCA
EP300,1,BLCA
ERBB3,1,BLCA
ERCC2,1,BLCA
FGFR1,1,BLCA
FLT3,1,BLCA
FOXQ1,1,BLCA
GNA13,1,BLCA
HGF,1,BLCA
KAT6A,1,BLCA
KDM5C,1,BLCA
KDM6A,1,BLCA
KLF5,1,BLCA
LATS1,1,BLCA
MCL1,1,BLCA
MDM2,1,BLCA
MSH2,1,BLCA
NF1,1,BLCA
NIPBL,1,BLCA
NOTCH1,1,BLCA
NSD1,1,BLCA
NUP93,1,BLCA
PIK3CA,1,BLCA
PLXNB2,1,BLCA
PSIP1,1,BLCA
PTPRC,1,BLCA
RAD21,1,BLCA
RARA,1,BLCA
RBM10,1,BLCA
RHOB,1,BLCA
RIT1,1,BLCA
SCAF4,1,BLCA
SETD2,1,BLCA
SF3B1,1,BLCA
SOX2,1,BLCA
SPTAN1,1,BLCA
SRSF2,1,BLCA
TCF12,1,BLCA
TERC,1,BLCA
TERT,1,BLCA
TET2,1,BLCA
TSC1,1,BLCA
VGLL3,1,BLCA
ZFHX3,1,BLCA
ZMYM3,1,BLCA
ZNF703,1,BLCA
PIK3CA,33,BRCA
TP53,31,BRCA
MYC,26,BRCA
MCL1,24,BRCA
MDM4,24,BRCA
RIT1,24,BRCA
ERBB2,19,BRCA
CCND1,17,BRCA
GATA3,17,BRCA
CDH1,16,BRCA
ZNF703,14,BRCA
CREBBP,11,BRCA
FGFR1,11,BRCA
KAT6A,10,BRCA
NCOR1,10,BRCA
NF1,8,BRCA
ZNF217,7,BRCA
IGF1R,6,BRCA
KMT2C,6,BRCA
MAP3K1,6,BRCA
MDM2,6,BRCA
PTEN,6,BRCA
RUNX1,6,BRCA
TERC,6,BRCA
TERT,6,BRCA
XPO1,6,BRCA
ESR1,5,BRCA
PIK3R1,5,BRCA
SPTA1,5,BRCA
ARID1A,4,BRCA
ATM,4,BRCA
BRD4,4,BRCA
CCND2,4,BRCA
CDKN2A,4,BRCA
CUL3,4,BRCA
EGFR,4,BRCA
KRAS,4,BRCA
MGA,4,BRCA
ZFHX3,4,BRCA
APOB,3,BRCA
BRCA2,3,BRCA
CBFB,3,BRCA
CDK4,3,BRCA
CDK5,3,BRCA
HUWE1,3,BRCA
KDM5C,3,BRCA
KDM6A,3,BRCA
KMT2D,3,BRCA
MAP2K4,3,BRCA
MTOR,3,BRCA
PTPRD,3,BRCA
SOX2,3,BRCA
TAF1,3,BRCA
ABL1,2,BRCA
ARID2,2,BRCA
ASXL2,2,BRCA
ATRX,2,BRCA
BAP1,2,BRCA
BRAF,2,BRCA
CD274,2,BRCA
CHD3,2,BRCA
CHD4,2,BRCA
CTCF,2,BRCA
DMD,2,BRCA
ERBB3,2,BRCA
ERBB4,2,BRCA
FGFR2,2,BRCA
GATA4,2,BRCA
GNAS,2,BRCA
JUN,2,BRCA
KMT2A,2,BRCA
MACF1,2,BRCA
MED12,2,BRCA
MSH6,2,BRCA
NIPBL,2,BRCA
POLE,2,BRCA
PSIP1,2,BRCA
QKI,2,BRCA
RET,2,BRCA
SF3B1,2,BRCA
SIN3A,2,BRCA
SPTAN1,2,BRCA
TBX3,2,BRCA
TCF12,2,BRCA
TLR4,2,BRCA
ZFP36L1,2,BRCA
ZMYM2,2,BRCA
ACVR2A,1,BRCA
AKT1,1,BRCA
ALK,1,BRCA
APC,1,BRCA
ARHGAP35,1,BRCA
ATR,1,BRCA
BCL2L11,1,BRCA
BRCA1,1,BRCA
CACNA1A,1,BRCA
CARD11,1,BRCA
CASP8,1,BRCA
CCNE1,1,BRCA
CDK12,1,BRCA
CDK6,1,BRCA
CDK8,1,BRCA
CIC,1,BRCA
COL5A1,1,BRCA
CSDE1,1,BRCA
DDX3X,1,BRCA
DHX9,1,BRCA
DIAPH2,1,BRCA
DNMT3A,1,BRCA
EEF1A1,1,BRCA
EP300,1,BRCA
ERCC2,1,BRCA
FAT1,1,BRCA
FLNA,1,BRCA
FUBP1,1,BRCA
GABRA6,1,BRCA
GNAQ,1,BRCA
IDH1,1,BRCA
JAK1,1,BRCA
KRT222,1,BRCA
LATS1,1,BRCA
MAX,1,BRCA
MECOM,1,BRCA
MEN1,1,BRCA
MUC6,1,BRCA
MYH9,1,BRCA
NFE2L2,1,BRCA
NOTCH2,1,BRCA
PAX5,1,BRCA
PDGFRA,1,BRCA
PIK3CB,1,BRCA
PLCB4,1,BRCA
PLCG1,1,BRCA
RAD21,1,BRCA
RB1,1,BRCA
RHOA,1,BRCA
RPL5,1,BRCA
SAV1,1,BRCA
SMAD2,1,BRCA
SMAD3,1,BRCA
SMAD4,1,BRCA
SMARCA4,1,BRCA
SMC3,1,BRCA
SOS1,1,BRCA
SOX9,1,BRCA
SPOP,1,BRCA
STAG2,1,BRCA
TBL1XR1,1,BRCA
TNFAIP3,1,BRCA
TSC1,1,BRCA
USP9X,1,BRCA
VGLL3,1,BRCA
ZCCHC12,1,BRCA
ACVR2A,1,CESC
AMER1,1,CESC
ARAF,1,CESC
ATF7IP,1,CESC
CHD3,1,CESC
DMD,1,CESC
EEF2,1,CESC
EPHA2,1,CESC
FBXW7,1,CESC
FLNA,1,CESC
KMT2C,1,CESC
KMT2D,1,CESC
MAP2K1,1,CESC
MAPK1,1,CESC
MED12,1,CESC
MSH6,1,CESC
NIPBL,1,CESC
PIK3CA,1,CESC
SMAD4,1,CESC
SOX2,1,CESC
TERC,1,CESC
TSC1,1,CESC
ZBTB20,1,CESC
ZMYM3,1,CESC
CDKN2A,10,CHOL
PBRM1,10,CHOL
MCL1,8,CHOL
ARID1A,7,CHOL
RIT1,7,CHOL
BAP1,6,CHOL
EPHA2,6,CHOL
IDH1,6,CHOL
CCND1,5,CHOL
FGFR2,5,CHOL
MDM4,5,CHOL
TP53,4,CHOL
ELF3,3,CHOL
IDH2,3,CHOL
KMT2C,3,CHOL
PIK3CA,3,CHOL
PTCH1,3,CHOL
TERT,3,CHOL
APOB,2,CHOL
ARAF,2,CHOL
ATR,2,CHOL
BRCA2,2,CHOL
COL5A1,2,CHOL
DHX9,2,CHOL
EGFR,2,CHOL
KMT2D,2,CHOL
KRAS,2,CHOL
MACF1,2,CHOL
MAP2K1,2,CHOL
MUC6,2,CHOL
MYC,2,CHOL
NF1,2,CHOL
PLXNB2,2,CHOL
SAV1,2,CHOL
SPTAN1,2,CHOL
USP9X,2,CHOL
ZNF217,2,CHOL
ALB,1,CHOL
APC,1,CHOL
AR,1,CHOL
ARID2,1,CHOL
ATM,1,CHOL
AXIN1,1,CHOL
B2M,1,CHOL
BCOR,1,CHOL
BRAF,1,CHOL
BRD7,1,CHOL
CCNE1,1,CHOL
CDH1,1,CHOL
CDK4,1,CHOL
CHD8,1,CHOL
CTCF,1,CHOL
DMD,1,CHOL
EEF2,1,CHOL
ERBB2,1,CHOL
EZH2,1,CHOL
FAT1,1,CHOL
FGF1,1,CHOL
FLNA,1,CHOL
FLT3,1,CHOL
GNAQ,1,CHOL
HLA-A,1,CHOL
KANSL1,1,CHOL
KEAP1,1,CHOL
KMT2B,1,CHOL
MAP2K4,1,CHOL
MAP3K4,1,CHOL
MDM2,1,CHOL
MED12,1,CHOL
MGA,1,CHOL
NCOR1,1,CHOL
NF2,1,CHOL
NFE2L2,1,CHOL
NOTCH1,1,CHOL
NRAS,1,CHOL
PDS5B,1,CHOL
PIK3R1,1,CHOL
PIK3R2,1,CHOL
PMS1,1,CHOL
POLRMT,1,CHOL
PPP6C,1,CHOL
PTPRC,1,CHOL
PTPRD,1,CHOL
RASA1,1,CHOL
RNF43,1,CHOL
RPL22,1,CHOL
SCAF4,1,CHOL
SETD2,1,CHOL
SF1,1,CHOL
SF3B1,1,CHOL
SMC3,1,CHOL
SPTA1,1,CHOL
STK11,1,CHOL
TERC,1,CHOL
TGFBR2,1,CHOL
ZFHX3,1,CHOL
APC,18,COAD
TP53,13,COAD
KRAS,11,COAD
ZNF217,6,COAD
COL5A1,5,COAD
NIPBL,5,COAD
PIK3CA,5,COAD
RB1,5,COAD
ACVR2A,4,COAD
DMD,4,COAD
KMT2B,4,COAD
SCAF4,4,COAD
ALK,3,COAD
AMER1,3,COAD
ARHGAP35,3,COAD
ATRX,3,COAD
CDK8,3,COAD
CHD4,3,COAD
EP300,3,COAD
ERBB3,3,COAD
ERBB4,3,COAD
FBXW7,3,COAD
GNAS,3,COAD
GRIN2D,3,COAD
KIF1A,3,COAD
KMT2D,3,COAD
MECOM,3,COAD
MSH3,3,COAD
MUC6,3,COAD
PLCB4,3,COAD
POLE,3,COAD
PTCH1,3,COAD
PTPRC,3,COAD
RNF43,3,COAD
SMAD2,3,COAD
SOX9,3,COAD
TCF7L2,3,COAD
TGFBR2,3,COAD
AKT1,2,COAD
APOB,2,COAD
ARID1A,2,COAD
ARID2,2,COAD
ASXL1,2,COAD
ATM,2,COAD
AXIN1,2,COAD
AXIN2,2,COAD
B2M,2,COAD
BCOR,2,COAD
BRAF,2,COAD
BRCA1,2,COAD
BRCA2,2,COAD
CACNA1A,2,COAD
CARD11,2,COAD
CHD8,2,COAD
CNBD1,2,COAD
CREBBP,2,COAD
CTNNB1,2,COAD
CTNND1,2,COAD
CYLD,2,COAD
DHX9,2,COAD
EGR3,2,COAD
EPHA3,2,COAD
FGFR1,2,COAD
FGFR3,2,COAD
FLNA,2,COAD
INPPL1,2,COAD
IRF2,2,COAD
KANSL1,2,COAD
KDM5C,2,COAD
KIT,2,COAD
KMT2A,2,COAD
KMT2C,2,COAD
LATS1,2,COAD
MACF1,2,COAD
MAP3K1,2,COAD
MAP3K4,2,COAD
MED12,2,COAD
MET,2,COAD
MGA,2,COAD
MSH2,2,COAD
MSH6,2,COAD
MTOR,2,COAD
NF1,2,COAD
NRAS,2,COAD
NSD1,2,COAD
NUP133,2,COAD
PDGFRA,2,COAD
PGR,2,COAD
PIK3CB,2,COAD
PIK3R1,2,COAD
POLQ,2,COAD
POLRMT,2,COAD
PPP6C,2,COAD
PTPRD,2,COAD
RASA1,2,COAD
RET,2,COAD
SF1,2,COAD
SF3B1,2,COAD
SMARCA4,2,COAD
SPTA1,2,COAD
TBX3,2,COAD
TSC2,2,COAD
ZFHX3,2,COAD
ZFP36L2,2,COAD
ABL1,1,COAD
ACVR1B,1,COAD
AR,1,COAD
ARAF,1,COAD
ARID5B,1,COAD
ASXL2,1,COAD
ATF7IP,1,COAD
ATR,1,COAD
ATXN3,1,COAD
BAP1,1,COAD
CBWD3,1,COAD
CD44,1,COAD
CDK12,1,COAD
CHD3,1,COAD
CIC,1,COAD
CSDE1,1,COAD
CTCF,1,COAD
CUL1,1,COAD
DDX3X,1,COAD
DICER1,1,COAD
EEF2,1,COAD
EGFR,1,COAD
ELF3,1,COAD
EPAS1,1,COAD
EPHA2,1,COAD
ESR1,1,COAD
EZH2,1,COAD
FAT1,1,COAD
FLT3,1,COAD
GABRA6,1,COAD
GATA3,1,COAD
GNA11,1,COAD
GNAQ,1,COAD
GPS2,1,COAD
HGF,1,COAD
HLA-A,1,COAD
HLA-B,1,COAD
HUWE1,1,COAD
IDH2,1,COAD
IRF6,1,COAD
JAK1,1,COAD
JAK2,1,COAD
JAK3,1,COAD
KDM6A,1,COAD
KRT222,1,COAD
LATS2,1,COAD
LZTR1,1,COAD
MAP2K1,1,COAD
MAP2K4,1,COAD
MAPK1,1,COAD
MEN1,1,COAD
MLH1,1,COAD
MYC,1,COAD
MYH9,1,COAD
NOTCH1,1,COAD
NOTCH2,1,COAD
NPM1,1,COAD
NUP93,1,COAD
PAX5,1,COAD
PCBP1,1,COAD
PDS5B,1,COAD
PIK3CG,1,COAD
PIK3R2,1,COAD
PIM1,1,COAD
PLCG1,1,COAD
PLXNB2,1,COAD
PMS1,1,COAD
PMS2,1,COAD
PPP2R1A,1,COAD
PSIP1,1,COAD
PTEN,1,COAD
PTPN11,1,COAD
RBM10,1,COAD
RFC1,1,COAD
RPL22,1,COAD
RPS6KA3,1,COAD
RUNX1,1,COAD
SETBP1,1,COAD
SETD2,1,COAD
SIN3A,1,COAD
SMAD4,1,COAD
SMARCB1,1,COAD
SMC3,1,COAD
SOS1,1,COAD
SOX17,1,COAD
SPTAN1,1,COAD
STAG2,1,COAD
TAF1,1,COAD
TBL1XR1,1,COAD
TCF12,1,COAD
TGIF1,1,COAD
TLR4,1,COAD
TSC1,1,COAD
TXNIP,1,COAD
XPO1,1,COAD
ZBTB20,1,COAD
ZBTB7B,1,COAD
ZC3H12A,1,COAD
ZCCHC12,1,COAD
ZMYM2,1,COAD
ZMYM3,1,COAD
KMT2D,9,DLBC
CDKN2A,8,DLBC
CARD11,7,DLBC
B2M,5,DLBC
BTG2,5,DLBC
PIM1,5,DLBC
FAT1,4,DLBC
ARID1A,3,DLBC
CD70,3,DLBC
HLA-B,3,DLBC
MYC,3,DLBC
PTPRD,3,DLBC
TMSB4X,3,DLBC
TNFAIP3,3,DLBC
TP53,3,DLBC
XPO1,3,DLBC
ARID5B,2,DLBC
ATR,2,DLBC
CD274,2,DLBC
CHD4,2,DLBC
CREBBP,2,DLBC
ERBB4,2,DLBC
GATA6,2,DLBC
KMT2A,2,DLBC
NF1,2,DLBC
NOTCH2,2,DLBC
PAX5,2,DLBC
PGR,2,DLBC
RAF1,2,DLBC
SIN3A,2,DLBC
SMAD4,2,DLBC
TBL1XR1,2,DLBC
TLR4,2,DLBC
ZBTB20,2,DLBC
APC,1,DLBC
APOB,1,DLBC
AR,1,DLBC
ARID2,1,DLBC
ASXL1,1,DLBC
ATF7IP,1,DLBC
ATM,1,DLBC
BCL2,1,DLBC
BCOR,1,DLBC
BRAF,1,DLBC
BRCA1,1,DLBC
CBFB,1,DLBC
CCNE1,1,DLBC
CDK12,1,DLBC
CDK6,1,DLBC
CHD3,1,DLBC
CHD8,1,DLBC
CHEK2,1,DLBC
CSDE1,1,DLBC
CUL1,1,DLBC
DACH1,1,DLBC
DDX3X,1,DLBC
DMD,1,DLBC
EEF2,1,DLBC
EP300,1,DLBC
EPHA2,1,DLBC
EPHA3,1,DLBC
FGFR2,1,DLBC
FOXA1,1,DLBC
GATA3,1,DLBC
GATA4,1,DLBC
GNA13,1,DLBC
HLA-A,1,DLBC
IL6ST,1,DLBC
IRF2,1,DLBC
JAK3,1,DLBC
KAT6A,1,DLBC
KDM6A,1,DLBC
KMT2C,1,DLBC
KRAS,1,DLBC
LATS2,1,DLBC
MACF1,1,DLBC
MET,1,DLBC
MGA,1,DLBC
MYD88,1,DLBC
PDS5B,1,DLBC
PLCB4,1,DLBC
PLCG1,1,DLBC
POLQ,1,DLBC
PTCH1,1,DLBC
PTEN,1,DLBC
PTPRC,1,DLBC
RHOA,1,DLBC
SMARCA4,1,DLBC
SMARCB1,1,DLBC
SOX17,1,DLBC
SPOP,1,DLBC
SPTA1,1,DLBC
STAG2,1,DLBC
TBX3,1,DLBC
TET2,1,DLBC
USP9X,1,DLBC
ZC3H12A,1,DLBC
ZFHX3,1,DLBC
ZFP36L1,1,DLBC
ZMYM2,1,DLBC
ZMYM3,1,DLBC
TP53,14,ESCA
CDKN2A,11,ESCA
CCND1,8,ESCA
KAT6A,5,ESCA
NFE2L2,5,ESCA
SOX2,5,ESCA
TERC,5,ESCA
EGFR,4,ESCA
FGFR1,4,ESCA
MYC,4,ESCA
TERT,4,ESCA
ZNF703,4,ESCA
MDM4,3,ESCA
EP300,2,ESCA
KDM6A,2,ESCA
MCL1,2,ESCA
PIK3CA,2,ESCA
ARAF,1,ESCA
ATF7IP,1,ESCA
ATR,1,ESCA
BRCA1,1,ESCA
BRCA2,1,ESCA
CASP8,1,ESCA
CCND2,1,ESCA
CCNE1,1,ESCA
CDK6,1,ESCA
CHD8,1,ESCA
DICER1,1,ESCA
DMD,1,ESCA
EPAS1,1,ESCA
ERBB2,1,ESCA
GABRA6,1,ESCA
GATA4,1,ESCA
HUWE1,1,ESCA
IL6ST,1,ESCA
KEAP1,1,ESCA
KMT2D,1,ESCA
KRAS,1,ESCA
MAP3K1,1,ESCA
MTOR,1,ESCA
MYCN,1,ESCA
NCOR1,1,ESCA
NF1,1,ESCA
NOTCH2,1,ESCA
NSD1,1,ESCA
PLCG1,1,ESCA
PLXNB2,1,ESCA
PMS1,1,ESCA
PMS2,1,ESCA
POLE,1,ESCA
POLQ,1,ESCA
PTEN,1,ESCA
PTPRD,1,ESCA
RFC1,1,ESCA
RIT1,1,ESCA
SETBP1,1,ESCA
SIN3A,1,ESCA
SMAD4,1,ESCA
TRAF3,1,ESCA
TSC1,1,ESCA
USP9X,1,ESCA
XPO1,1,ESCA
ZFHX3,1,ESCA
ZNF750,1,ESCA
EGFR,11,GBM
CDKN2A,6,GBM
PTEN,4,GBM
ATRX,3,GBM
CCND2,2,GBM
MDM4,2,GBM
NF1,2,GBM
STAG2,2,GBM
TP53,2,GBM
CDK4,1,GBM
CHD8,1,GBM
CIC,1,GBM
FBXW7,1,GBM
IDH1,1,GBM
KDM6A,1,GBM
KRAS,1,GBM
MDM2,1,GBM
MED12,1,GBM
MYH9,1,GBM
NRAS,1,GBM
PIK3CA,1,GBM
PIK3CG,1,GBM
PIK3R1,1,GBM
PIK3R2,1,GBM
SOX9,1,GBM
TCF12,1,GBM
USP9X,1,GBM
TP53,13,HNSC
CDKN2A,9,HNSC
CCND1,6,HNSC
PIK3CA,5,HNSC
SOX2,5,HNSC
CASP8,4,HNSC
EGFR,4,HNSC
FAT1,4,HNSC
MYC,4,HNSC
NOTCH1,4,HNSC
TERC,4,HNSC
CARD11,3,HNSC
CCND2,3,HNSC
HRAS,3,HNSC
KMT2A,3,HNSC
KMT2B,3,HNSC
KMT2C,3,HNSC
KMT2D,3,HNSC
MDM2,3,HNSC
PTPRD,3,HNSC
TERT,3,HNSC
AJUBA,2,HNSC
APOB,2,HNSC
ASXL2,2,HNSC
ATR,2,HNSC
CD274,2,HNSC
CD44,2,HNSC
CDK4,2,HNSC
CDK6,2,HNSC
CHD8,2,HNSC
CIC,2,HNSC
COL5A1,2,HNSC
CREB3L3,2,HNSC
CREBBP,2,HNSC
CTCF,2,HNSC
CTNNB1,2,HNSC
DACH1,2,HNSC
DMD,2,HNSC
EPAS1,2,HNSC
HLA-B,2,HNSC
KEAP1,2,HNSC
KRAS,2,HNSC
MTOR,2,HNSC
NCOR1,2,HNSC
NF1,2,HNSC
NIPBL,2,HNSC
NSD1,2,HNSC
PLXNB2,2,HNSC
RET,2,HNSC
RHOA,2,HNSC
SF1,2,HNSC
SMARCA4,2,HNSC
ZNF750,2,HNSC
ABL1,1,HNSC
ALB,1,HNSC
ALK,1,HNSC
APC,1,HNSC
ARID1A,1,HNSC
ATM,1,HNSC
ATXN3,1,HNSC
AXIN1,1,HNSC
B2M,1,HNSC
BRAF,1,HNSC
BRCA1,1,HNSC
BRCA2,1,HNSC
CACNA1A,1,HNSC
CCNE1,1,HNSC
CDK12,1,HNSC
CHD4,1,HNSC
CUL3,1,HNSC
CYLD,1,HNSC
DIAPH2,1,HNSC
DICER1,1,HNSC
EEF2,1,HNSC
EP300,1,HNSC
EPHA2,1,HNSC
ERBB2,1,HNSC
ERBB4,1,HNSC
ERCC2,1,HNSC
ESR1,1,HNSC
EZH2,1,HNSC
FGFR1,1,HNSC
FLNA,1,HNSC
FLT3,1,HNSC
GATA6,1,HNSC
GNA11,1,HNSC
GNA13,1,HNSC
GNAS,1,HNSC
GPS2,1,HNSC
GTF2I,1,HNSC
HLA-A,1,HNSC
IL6ST,1,HNSC
IRF6,1,HNSC
KANSL1,1,HNSC
KDM6A,1,HNSC
KEL,1,HNSC
KIF1A,1,HNSC
KIT,1,HNSC
LATS1,1,HNSC
LATS2,1,HNSC
MAP3K4,1,HNSC
MCL1,1,HNSC
MED12,1,HNSC
MET,1,HNSC
MLH1,1,HNSC
MSH2,1,HNSC
MSH3,1,HNSC
MSH6,1,HNSC
MYH9,1,HNSC
PAX5,1,HNSC
PBRM1,1,HNSC
PDGFRA,1,HNSC
PIK3CG,1,HNSC
PIK3R2,1,HNSC
PMS1,1,HNSC
POLRMT,1,HNSC
PPM1D,1,HNSC
PTEN,1,HNSC
RAC1,1,HNSC
RARA,1,HNSC
RB1,1,HNSC
RIT1,1,HNSC
RNF111,1,HNSC
RPL22,1,HNSC
RXRA,1,HNSC
SAV1,1,HNSC
SETD2,1,HNSC
SPOP,1,HNSC
SPTA1,1,HNSC
SPTAN1,1,HNSC
TBL1XR1,1,HNSC
TLR4,1,HNSC
TNFAIP3,1,HNSC
TSC1,1,HNSC
YAP1,1,HNSC
ZBTB20,1,HNSC
ZCCHC12,1,HNSC
ZFHX3,1,HNSC
ZFP36L1,1,HNSC
ZMYM2,1,HNSC
ZNF133,1,HNSC
TP53,19,KICH
PTEN,5,KICH
CDK5,3,KICH
CDK6,3,KICH
ATM,2,KICH
BRAF,2,KICH
BRD4,2,KICH
CCNE1,2,KICH
CDKN1A,2,KICH
CDKN2A,2,KICH
CTNNB1,2,KICH
EGFR,2,KICH
GATA3,2,KICH
HUWE1,2,KICH
KIT,2,KICH
KMT2D,2,KICH
MGA,2,KICH
MTOR,2,KICH
MYC,2,KICH
NF1,2,KICH
NRAS,2,KICH
PDGFRA,2,KICH
RB1,2,KICH
SPTA1,2,KICH
TERT,2,KICH
ZNF217,2,KICH
ABL1,1,KICH
ARID1A,1,KICH
ATF7IP,1,KICH
ATRX,1,KICH
BAP1,1,KICH
BRCA1,1,KICH
CACNA1A,1,KICH
CCND1,1,KICH
CD274,1,KICH
CD44,1,KICH
CDKN1B,1,KICH
CHD3,1,KICH
CHD4,1,KICH
COL5A1,1,KICH
CREBBP,1,KICH
DMD,1,KICH
ERBB2,1,KICH
ERBB3,1,KICH
ERBB4,1,KICH
ESR1,1,KICH
FAT1,1,KICH
FGF1,1,KICH
FGFR2,1,KICH
FGFR3,1,KICH
FLNA,1,KICH
FUBP1,1,KICH
GRIN2D,1,KICH
IDH1,1,KICH
IGF1R,1,KICH
IGF2,1,KICH
JUN,1,KICH
KAT6B,1,KICH
KDM6A,1,KICH
KMT2B,1,KICH
LATS2,1,KICH
MACF1,1,KICH
MAP2K4,1,KICH
MCL1,1,KICH
MDM4,1,KICH
MECOM,1,KICH
MITF,1,KICH
MSH6,1,KICH
MUC6,1,KICH
MYH9,1,KICH
NIPBL,1,KICH
NOTCH1,1,KICH
PBRM1,1,KICH
PLCG1,1,KICH
POLE,1,KICH
PTPRD,1,KICH
QKI,1,KICH
RASA1,1,KICH
RBM10,1,KICH
RIT1,1,KICH
RNF111,1,KICH
SAV1,1,KICH
SETD2,1,KICH
SMAD3,1,KICH
SMARCB1,1,KICH
SOX2,1,KICH
TERC,1,KICH
TSC2,1,KICH
USP9X,1,KICH
VGLL3,1,KICH
XPO1,1,KICH
YAP1,1,KICH
ZNF133,1,KICH
VHL,3,KIRC
ALB,2,KIRC
ARID1A,2,KIRC
CACNA1A,2,KIRC
KDM5C,2,KIRC
PBRM1,2,KIRC
SETD2,2,KIRC
BAP1,1,KIRC
COL5A1,1,KIRC
DHX9,1,KIRC
FAT1,1,KIRC
INPPL1,1,KIRC
KMT2D,1,KIRC
MACF1,1,KIRC
MECOM,1,KIRC
MTOR,1,KIRC
NOTCH1,1,KIRC
NUP133,1,KIRC
POLE,1,KIRC
SOS1,1,KIRC
STAG2,1,KIRC
XPO1,1,KIRC
PBRM1,3,KIRP
DNMT3A,2,KIRP
KDM5C,2,KIRP
KMT2A,2,KIRP
KMT2C,2,KIRP
